	epoch	time
0	0	0 days 00:00:01.902506
1	1	0 days 00:00:01.622483
2	2	0 days 00:00:01.397844
3	3	0 days 00:00:01.466713
4	4	0 days 00:00:01.437779
5	5	0 days 00:00:01.869144
6	6	0 days 00:00:01.454188
7	7	0 days 00:00:01.626392
8	8	0 days 00:00:01.510150
9	9	0 days 00:00:01.539248
10	10	0 days 00:00:01.420215
11	11	0 days 00:00:01.567944
12	12	0 days 00:00:01.465097
13	13	0 days 00:00:01.477036
14	14	0 days 00:00:01.541486
15	15	0 days 00:00:01.525393
16	16	0 days 00:00:01.748691
17	17	0 days 00:00:02.272447
18	18	0 days 00:00:01.435703
19	19	0 days 00:00:01.428468
20	20	0 days 00:00:01.374500
21	21	0 days 00:00:01.502635
22	22	0 days 00:00:01.933654
23	23	0 days 00:00:02.083095
24	24	0 days 00:00:01.449319
25	25	0 days 00:00:01.594576
26	26	0 days 00:00:01.357887
27	27	0 days 00:00:01.370075
28	28	0 days 00:00:01.357962
29	29	0 days 00:00:01.382579
30	30	0 days 00:00:01.364791
31	31	0 days 00:00:01.362413
32	32	0 days 00:00:01.387697
33	33	0 days 00:00:01.510025
34	34	0 days 00:00:01.392436
35	35	0 days 00:00:01.383216
36	36	0 days 00:00:01.406583
37	37	0 days 00:00:01.524791
38	38	0 days 00:00:01.541467
39	39	0 days 00:00:02.528313
40	40	0 days 00:00:01.411855
41	41	0 days 00:00:01.430460
42	42	0 days 00:00:01.403397
43	43	0 days 00:00:01.382802
44	44	0 days 00:00:01.393233
45	45	0 days 00:00:01.503241
46	46	0 days 00:00:01.336535
47	47	0 days 00:00:01.889800
48	48	0 days 00:00:01.967636
49	49	0 days 00:00:02.020787
50	50	0 days 00:00:02.062349
51	51	0 days 00:00:02.058144
52	52	0 days 00:00:02.141743
53	53	0 days 00:00:02.071356
54	54	0 days 00:00:02.207989
55	55	0 days 00:00:02.036944
56	56	0 days 00:00:02.149839
57	57	0 days 00:00:02.106637
58	58	0 days 00:00:02.098680
59	59	0 days 00:00:02.100266
60	60	0 days 00:00:02.107516
61	61	0 days 00:00:02.018881
62	62	0 days 00:00:01.919720
63	63	0 days 00:00:02.022779
64	64	0 days 00:00:01.962265
65	65	0 days 00:00:01.976922
66	66	0 days 00:00:01.649238
67	67	0 days 00:00:01.331166
68	68	0 days 00:00:01.335494
69	69	0 days 00:00:01.329412
70	70	0 days 00:00:01.329753
71	71	0 days 00:00:01.364667
72	72	0 days 00:00:01.354450
73	73	0 days 00:00:01.416711
74	74	0 days 00:00:01.428684
75	75	0 days 00:00:01.377727
76	76	0 days 00:00:01.387173
77	77	0 days 00:00:01.366395
78	78	0 days 00:00:01.370192
79	79	0 days 00:00:01.377404
80	80	0 days 00:00:01.352547
81	81	0 days 00:00:01.359206
82	82	0 days 00:00:01.377100
83	83	0 days 00:00:01.370837
84	84	0 days 00:00:01.362259
85	85	0 days 00:00:01.379895
86	86	0 days 00:00:03.710698
87	87	0 days 00:00:01.427569
88	88	0 days 00:00:01.454642
89	89	0 days 00:00:01.416033
90	90	0 days 00:00:01.903158
91	91	0 days 00:00:01.575211
92	92	0 days 00:00:01.996855
93	93	0 days 00:00:01.417748
94	94	0 days 00:00:01.458680
95	95	0 days 00:00:01.480917
96	96	0 days 00:00:01.506736
97	97	0 days 00:00:01.476693
98	98	0 days 00:00:01.582346
99	99	0 days 00:00:01.510285
