	epoch	time
0	0	0 days 00:00:01.602752
1	1	0 days 00:00:01.393614
2	2	0 days 00:00:01.375857
3	3	0 days 00:00:01.363624
4	4	0 days 00:00:01.366391
5	5	0 days 00:00:01.483146
6	6	0 days 00:00:01.658426
7	7	0 days 00:00:01.499076
8	8	0 days 00:00:01.390619
9	9	0 days 00:00:01.362317
10	10	0 days 00:00:01.455961
11	11	0 days 00:00:01.468954
12	12	0 days 00:00:01.495258
13	13	0 days 00:00:01.501249
14	14	0 days 00:00:01.364428
15	15	0 days 00:00:01.436917
16	16	0 days 00:00:01.426563
17	17	0 days 00:00:01.391371
18	18	0 days 00:00:01.832878
19	19	0 days 00:00:01.368690
20	20	0 days 00:00:01.372944
21	21	0 days 00:00:01.379858
22	22	0 days 00:00:01.370785
23	23	0 days 00:00:01.395137
24	24	0 days 00:00:01.379599
25	25	0 days 00:00:01.373712
26	26	0 days 00:00:01.371489
27	27	0 days 00:00:01.362629
28	28	0 days 00:00:01.398854
29	29	0 days 00:00:01.381986
30	30	0 days 00:00:01.381475
31	31	0 days 00:00:01.395247
32	32	0 days 00:00:01.372907
33	33	0 days 00:00:01.375002
34	34	0 days 00:00:01.370021
35	35	0 days 00:00:01.395356
36	36	0 days 00:00:01.458982
37	37	0 days 00:00:01.400086
38	38	0 days 00:00:01.401613
39	39	0 days 00:00:01.426603
40	40	0 days 00:00:01.375385
41	41	0 days 00:00:01.881970
42	42	0 days 00:00:01.367372
43	43	0 days 00:00:01.372067
44	44	0 days 00:00:01.400700
45	45	0 days 00:00:01.463027
46	46	0 days 00:00:01.396327
47	47	0 days 00:00:01.436794
48	48	0 days 00:00:01.383108
49	49	0 days 00:00:01.383770
50	50	0 days 00:00:01.376075
51	51	0 days 00:00:01.369592
52	52	0 days 00:00:01.404392
53	53	0 days 00:00:01.360245
54	54	0 days 00:00:01.355776
55	55	0 days 00:00:01.356623
56	56	0 days 00:00:01.383366
57	57	0 days 00:00:01.476331
58	58	0 days 00:00:01.373990
59	59	0 days 00:00:01.379496
60	60	0 days 00:00:01.573476
61	61	0 days 00:00:01.681926
62	62	0 days 00:00:01.512344
63	63	0 days 00:00:01.496344
64	64	0 days 00:00:01.575532
65	65	0 days 00:00:01.629732
66	66	0 days 00:00:01.627633
67	67	0 days 00:00:02.555972
68	68	0 days 00:00:01.676425
69	69	0 days 00:00:01.676548
70	70	0 days 00:00:01.698371
71	71	0 days 00:00:01.389884
72	72	0 days 00:00:01.387751
73	73	0 days 00:00:01.397940
74	74	0 days 00:00:01.395348
75	75	0 days 00:00:01.376002
76	76	0 days 00:00:01.594887
77	77	0 days 00:00:01.394361
78	78	0 days 00:00:01.352060
79	79	0 days 00:00:01.374573
80	80	0 days 00:00:01.351860
81	81	0 days 00:00:01.349881
82	82	0 days 00:00:01.386956
83	83	0 days 00:00:01.350963
84	84	0 days 00:00:01.354768
85	85	0 days 00:00:01.367243
86	86	0 days 00:00:01.371572
87	87	0 days 00:00:01.346943
88	88	0 days 00:00:01.347043
89	89	0 days 00:00:01.345272
90	90	0 days 00:00:01.368316
91	91	0 days 00:00:01.345720
92	92	0 days 00:00:01.364679
93	93	0 days 00:00:01.359330
94	94	0 days 00:00:01.353674
95	95	0 days 00:00:01.963560
96	96	0 days 00:00:01.372184
97	97	0 days 00:00:01.535008
98	98	0 days 00:00:01.390002
99	99	0 days 00:00:01.364823
