,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.9119355610983158,0.839831301081454,0.7940845114398389,0.8577403681286292,0.7540287190019284,0.8609483054698467,0.8419012477263552,0.7739037967557045,0.7604889546512809,0.8431260235366936,0.7495314881526536,0.8327408674707807,0.8061097166092059,0.7732537700260401,0.798679013452169
1,0.9119355610983158,1.0,0.8116373604793683,0.7816087900746906,0.8551601183247605,0.7561817802280458,0.8268012390206722,0.8266490032903879,0.7362164834341096,0.742457706146863,0.8114968583825833,0.7277878477582813,0.8026875869298378,0.7983595237500056,0.7854060346710249,0.8028608944374512
2,0.839831301081454,0.8116373604793683,1.0000000000000002,0.7553453167230574,0.8074072840255141,0.7472730932003173,0.8699293966430084,0.8324203010960803,0.6989506051846393,0.7630031950817919,0.7623633974268655,0.6673815474035907,0.7381765634265386,0.7538301130860836,0.735975106065722,0.7409429411573683
3,0.7940845114398389,0.7816087900746906,0.7553453167230574,1.0000000000000004,0.861183920972444,0.7499073803655103,0.7272878750493421,0.7457823756634717,0.6402068769516844,0.7520268868387024,0.784272365614634,0.6910699415212836,0.7395469343036267,0.7409378276757459,0.7420135027465834,0.7701671625927554
4,0.8577403681286292,0.8551601183247605,0.8074072840255141,0.861183920972444,0.9999999999999999,0.7528315547358637,0.7967806326053138,0.8157213847718621,0.6999652800940827,0.7641663713066923,0.8025112971220828,0.7166319467748834,0.7897948158314941,0.8007911226766872,0.7768174447150872,0.7948815694038344
5,0.7540287190019284,0.7561817802280458,0.7472730932003173,0.7499073803655103,0.7528315547358637,1.0,0.7310220177990618,0.7379204499772585,0.6733901757962153,0.7099417796984278,0.7231987873750075,0.5734337393842579,0.6829494013900446,0.6966990468344902,0.7591682823898083,0.787346832231
6,0.8609483054698467,0.8268012390206722,0.8699293966430084,0.7272878750493421,0.7967806326053138,0.7310220177990618,0.9999999999999997,0.8867258626994377,0.7293470204661803,0.7809129660851554,0.8055628052586099,0.6796224768678417,0.7689633426433573,0.7867322554683549,0.7288556708577264,0.7482897861661598
7,0.8419012477263552,0.8266490032903879,0.8324203010960803,0.7457823756634717,0.8157213847718621,0.7379204499772585,0.8867258626994377,1.0,0.7553967503186385,0.8307480632078375,0.8162356199299307,0.7209663091663754,0.82347878948566,0.8291794566968795,0.7454388580941815,0.7568781249357232
8,0.7739037967557045,0.7362164834341096,0.6989506051846393,0.6402068769516844,0.6999652800940827,0.6733901757962153,0.7293470204661803,0.7553967503186385,0.9999999999999998,0.663366012275068,0.7083830427627825,0.6250685374084737,0.7196484287352585,0.6843710828135529,0.6575387899958046,0.6792257956932227
9,0.7604889546512809,0.742457706146863,0.7630031950817919,0.7520268868387024,0.7641663713066923,0.7099417796984278,0.7809129660851554,0.8307480632078375,0.663366012275068,1.0000000000000002,0.767011826552077,0.6775516410219844,0.7388323862296978,0.766313752341148,0.6890208545917508,0.7069130036687196
10,0.8431260235366936,0.8114968583825833,0.7623633974268655,0.784272365614634,0.8025112971220828,0.7231987873750075,0.8055628052586099,0.8162356199299307,0.7083830427627825,0.767011826552077,1.0,0.7209526737124136,0.821182597166058,0.7915490111501858,0.7182349496947636,0.7549542153536538
11,0.7495314881526536,0.7277878477582813,0.6673815474035907,0.6910699415212836,0.7166319467748834,0.5734337393842579,0.6796224768678417,0.7209663091663754,0.6250685374084737,0.6775516410219844,0.7209526737124136,0.9999999999999998,0.8007831251383308,0.7355602076226226,0.6395884881312498,0.6487609481902921
12,0.8327408674707807,0.8026875869298378,0.7381765634265386,0.7395469343036267,0.7897948158314941,0.6829494013900446,0.7689633426433573,0.82347878948566,0.7196484287352585,0.7388323862296978,0.821182597166058,0.8007831251383308,1.0000000000000002,0.8335468398192142,0.6973581264811187,0.7482847814579071
13,0.8061097166092059,0.7983595237500056,0.7538301130860836,0.7409378276757459,0.8007911226766872,0.6966990468344902,0.7867322554683549,0.8291794566968795,0.6843710828135529,0.766313752341148,0.7915490111501858,0.7355602076226226,0.8335468398192142,0.9999999999999996,0.7162688929518894,0.7600737698802011
14,0.7732537700260401,0.7854060346710249,0.735975106065722,0.7420135027465834,0.7768174447150872,0.7591682823898083,0.7288556708577264,0.7454388580941815,0.6575387899958046,0.6890208545917508,0.7182349496947636,0.6395884881312498,0.6973581264811187,0.7162688929518894,0.9999999999999999,0.8519061677996319
15,0.798679013452169,0.8028608944374512,0.7409429411573683,0.7701671625927554,0.7948815694038344,0.787346832231,0.7482897861661598,0.7568781249357232,0.6792257956932227,0.7069130036687196,0.7549542153536538,0.6487609481902921,0.7482847814579071,0.7600737698802011,0.8519061677996319,0.9999999999999999
