name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:01.863666,"[Timedelta('0 days 00:00:02.276251'), Timedelta('0 days 00:00:02.095887'), Timedelta('0 days 00:00:02.093815'), Timedelta('0 days 00:00:02.203892'), Timedelta('0 days 00:00:01.978434'), Timedelta('0 days 00:00:01.961698'), Timedelta('0 days 00:00:01.906341'), Timedelta('0 days 00:00:02.079218'), Timedelta('0 days 00:00:01.999893'), Timedelta('0 days 00:00:02.018192'), Timedelta('0 days 00:00:01.956412'), Timedelta('0 days 00:00:01.893363'), Timedelta('0 days 00:00:01.920817'), Timedelta('0 days 00:00:02.113254'), Timedelta('0 days 00:00:02.018218'), Timedelta('0 days 00:00:02.078304'), Timedelta('0 days 00:00:01.868831'), Timedelta('0 days 00:00:01.932548'), Timedelta('0 days 00:00:01.811830'), Timedelta('0 days 00:00:01.802170'), Timedelta('0 days 00:00:01.806602'), Timedelta('0 days 00:00:01.788180'), Timedelta('0 days 00:00:01.786184'), Timedelta('0 days 00:00:01.782638'), Timedelta('0 days 00:00:01.775447'), Timedelta('0 days 00:00:01.784679'), Timedelta('0 days 00:00:01.774460'), Timedelta('0 days 00:00:01.905113'), Timedelta('0 days 00:00:01.814709'), Timedelta('0 days 00:00:01.872749'), Timedelta('0 days 00:00:01.794723'), Timedelta('0 days 00:00:01.774952'), Timedelta('0 days 00:00:01.783463'), Timedelta('0 days 00:00:01.828201'), Timedelta('0 days 00:00:01.799187'), Timedelta('0 days 00:00:01.856688'), Timedelta('0 days 00:00:01.929373'), Timedelta('0 days 00:00:01.771749'), Timedelta('0 days 00:00:01.767796'), Timedelta('0 days 00:00:01.760964'), Timedelta('0 days 00:00:01.760284'), Timedelta('0 days 00:00:01.767934'), Timedelta('0 days 00:00:01.755444'), Timedelta('0 days 00:00:01.784438'), Timedelta('0 days 00:00:01.788400'), Timedelta('0 days 00:00:01.776110'), Timedelta('0 days 00:00:01.771208'), Timedelta('0 days 00:00:01.775168'), Timedelta('0 days 00:00:01.787558'), Timedelta('0 days 00:00:01.864854'), Timedelta('0 days 00:00:01.772542'), Timedelta('0 days 00:00:01.819376'), Timedelta('0 days 00:00:01.769310'), Timedelta('0 days 00:00:01.779177'), Timedelta('0 days 00:00:01.774195'), Timedelta('0 days 00:00:01.769338'), Timedelta('0 days 00:00:01.818064'), Timedelta('0 days 00:00:01.806152'), Timedelta('0 days 00:00:01.773687'), Timedelta('0 days 00:00:01.766839'), Timedelta('0 days 00:00:01.843428'), Timedelta('0 days 00:00:01.861722'), Timedelta('0 days 00:00:01.807574'), Timedelta('0 days 00:00:01.761823'), Timedelta('0 days 00:00:03.517764'), Timedelta('0 days 00:00:01.814397'), Timedelta('0 days 00:00:01.811505'), Timedelta('0 days 00:00:01.805513'), Timedelta('0 days 00:00:01.846963'), Timedelta('0 days 00:00:01.801119'), Timedelta('0 days 00:00:01.798259'), Timedelta('0 days 00:00:01.781328'), Timedelta('0 days 00:00:01.802413'), Timedelta('0 days 00:00:01.834091'), Timedelta('0 days 00:00:01.786650'), Timedelta('0 days 00:00:01.935647'), Timedelta('0 days 00:00:01.960515'), Timedelta('0 days 00:00:02.004648'), Timedelta('0 days 00:00:01.822011'), Timedelta('0 days 00:00:01.841431'), Timedelta('0 days 00:00:01.779504'), Timedelta('0 days 00:00:01.897249'), Timedelta('0 days 00:00:01.823380'), Timedelta('0 days 00:00:01.782459'), Timedelta('0 days 00:00:01.789709'), Timedelta('0 days 00:00:01.781621'), Timedelta('0 days 00:00:01.779640'), Timedelta('0 days 00:00:01.774516'), Timedelta('0 days 00:00:01.772816'), Timedelta('0 days 00:00:01.774476'), Timedelta('0 days 00:00:01.783985'), Timedelta('0 days 00:00:01.771827'), Timedelta('0 days 00:00:01.781034'), Timedelta('0 days 00:00:01.804296'), Timedelta('0 days 00:00:01.815520'), Timedelta('0 days 00:00:01.796717'), Timedelta('0 days 00:00:01.784505'), Timedelta('0 days 00:00:01.872643'), Timedelta('0 days 00:00:01.871707'), Timedelta('0 days 00:00:01.842937')]"
MAIN__VAE_TRAINING_global,0 days 00:03:16.114990,[Timedelta('0 days 00:03:16.114990')]
COPULA_TRAINING,0 days 00:00:08.153088,[Timedelta('0 days 00:00:08.153088')]
COPULA_GENERATION,0 days 00:00:35.459793,[Timedelta('0 days 00:00:35.459793')]
