	epoch	time
0	0	0 days 00:00:01.700676
1	1	0 days 00:00:01.318286
2	2	0 days 00:00:01.321940
3	3	0 days 00:00:01.304666
4	4	0 days 00:00:01.300377
5	5	0 days 00:00:01.303455
6	6	0 days 00:00:01.296738
7	7	0 days 00:00:01.328226
8	8	0 days 00:00:01.344021
9	9	0 days 00:00:01.325028
10	10	0 days 00:00:01.557525
11	11	0 days 00:00:01.360104
12	12	0 days 00:00:01.342751
13	13	0 days 00:00:01.318334
14	14	0 days 00:00:01.326462
15	15	0 days 00:00:01.343791
16	16	0 days 00:00:01.328855
17	17	0 days 00:00:01.303842
18	18	0 days 00:00:01.292625
19	19	0 days 00:00:01.302453
20	20	0 days 00:00:01.329255
21	21	0 days 00:00:01.455772
22	22	0 days 00:00:01.366763
23	23	0 days 00:00:01.388938
24	24	0 days 00:00:01.473223
25	25	0 days 00:00:01.391988
26	26	0 days 00:00:01.413400
27	27	0 days 00:00:01.400429
28	28	0 days 00:00:01.390847
29	29	0 days 00:00:01.369180
30	30	0 days 00:00:01.383739
31	31	0 days 00:00:01.376032
32	32	0 days 00:00:01.362396
33	33	0 days 00:00:01.584161
34	34	0 days 00:00:01.365491
35	35	0 days 00:00:01.356988
36	36	0 days 00:00:01.314170
37	37	0 days 00:00:01.325251
38	38	0 days 00:00:01.301064
39	39	0 days 00:00:01.457983
40	40	0 days 00:00:01.376724
41	41	0 days 00:00:01.350407
42	42	0 days 00:00:01.488851
43	43	0 days 00:00:01.358545
44	44	0 days 00:00:01.494004
45	45	0 days 00:00:01.345081
46	46	0 days 00:00:01.532968
47	47	0 days 00:00:01.463569
48	48	0 days 00:00:01.638771
49	49	0 days 00:00:01.530839
50	50	0 days 00:00:01.330739
51	51	0 days 00:00:01.603037
52	52	0 days 00:00:01.466551
53	53	0 days 00:00:01.744139
54	54	0 days 00:00:01.500721
55	55	0 days 00:00:01.398629
56	56	0 days 00:00:01.354117
57	57	0 days 00:00:01.355859
58	58	0 days 00:00:01.318187
59	59	0 days 00:00:01.322610
60	60	0 days 00:00:01.644275
61	61	0 days 00:00:01.325902
62	62	0 days 00:00:01.328253
63	63	0 days 00:00:01.337913
64	64	0 days 00:00:01.341863
65	65	0 days 00:00:01.350524
66	66	0 days 00:00:01.335697
67	67	0 days 00:00:01.335519
68	68	0 days 00:00:01.343840
69	69	0 days 00:00:01.331612
70	70	0 days 00:00:01.343286
71	71	0 days 00:00:01.413011
72	72	0 days 00:00:01.356816
73	73	0 days 00:00:01.486193
74	74	0 days 00:00:01.317932
75	75	0 days 00:00:01.728822
76	76	0 days 00:00:01.500526
77	77	0 days 00:00:01.396483
78	78	0 days 00:00:01.323058
79	79	0 days 00:00:01.324621
80	80	0 days 00:00:01.315139
81	81	0 days 00:00:01.363341
82	82	0 days 00:00:01.664796
83	83	0 days 00:00:01.902114
84	84	0 days 00:00:01.396182
85	85	0 days 00:00:01.590244
86	86	0 days 00:00:01.366406
87	87	0 days 00:00:01.410360
88	88	0 days 00:00:01.455865
89	89	0 days 00:00:01.382118
90	90	0 days 00:00:01.344711
91	91	0 days 00:00:01.625260
92	92	0 days 00:00:01.361993
93	93	0 days 00:00:01.329131
94	94	0 days 00:00:01.401451
95	95	0 days 00:00:01.333456
96	96	0 days 00:00:01.323217
97	97	0 days 00:00:01.340539
98	98	0 days 00:00:01.541562
99	99	0 days 00:00:01.426988
