	epoch	time
0	0	0 days 00:00:02.472865
1	1	0 days 00:00:02.502008
2	2	0 days 00:00:02.831585
3	3	0 days 00:00:02.302183
4	4	0 days 00:00:02.278902
5	5	0 days 00:00:01.877953
6	6	0 days 00:00:02.335940
7	7	0 days 00:00:02.228863
8	8	0 days 00:00:02.146923
9	9	0 days 00:00:03.522917
10	10	0 days 00:00:03.086985
11	11	0 days 00:00:01.992638
12	12	0 days 00:00:01.925314
13	13	0 days 00:00:02.419045
14	14	0 days 00:00:02.785664
15	15	0 days 00:00:01.973342
16	16	0 days 00:00:02.928787
17	17	0 days 00:00:01.996270
18	18	0 days 00:00:01.925016
19	19	0 days 00:00:02.635568
20	20	0 days 00:00:03.117147
21	21	0 days 00:00:03.690181
22	22	0 days 00:00:03.682410
23	23	0 days 00:00:02.425753
24	24	0 days 00:00:02.194102
25	25	0 days 00:00:02.124008
26	26	0 days 00:00:02.200787
27	27	0 days 00:00:02.221449
28	28	0 days 00:00:02.743551
29	29	0 days 00:00:02.200915
30	30	0 days 00:00:01.970613
31	31	0 days 00:00:01.973093
32	32	0 days 00:00:01.910490
33	33	0 days 00:00:01.859905
34	34	0 days 00:00:02.097200
35	35	0 days 00:00:02.469373
36	36	0 days 00:00:02.410454
37	37	0 days 00:00:01.885299
38	38	0 days 00:00:01.909223
39	39	0 days 00:00:01.874038
40	40	0 days 00:00:01.853891
41	41	0 days 00:00:03.666771
42	42	0 days 00:00:02.496676
43	43	0 days 00:00:02.238350
44	44	0 days 00:00:02.158488
45	45	0 days 00:00:01.991691
46	46	0 days 00:00:02.262096
47	47	0 days 00:00:02.175469
48	48	0 days 00:00:02.176709
49	49	0 days 00:00:02.193188
50	50	0 days 00:00:02.254074
51	51	0 days 00:00:01.946854
52	52	0 days 00:00:01.960775
53	53	0 days 00:00:02.140497
54	54	0 days 00:00:02.250748
55	55	0 days 00:00:02.195391
56	56	0 days 00:00:02.311972
57	57	0 days 00:00:02.791200
58	58	0 days 00:00:02.298518
59	59	0 days 00:00:02.060302
60	60	0 days 00:00:02.318751
61	61	0 days 00:00:02.100038
62	62	0 days 00:00:01.971202
63	63	0 days 00:00:01.884905
64	64	0 days 00:00:02.222994
65	65	0 days 00:00:02.270093
66	66	0 days 00:00:01.983119
67	67	0 days 00:00:01.934111
68	68	0 days 00:00:01.899494
69	69	0 days 00:00:01.937582
70	70	0 days 00:00:01.881281
71	71	0 days 00:00:02.044114
72	72	0 days 00:00:02.237513
73	73	0 days 00:00:02.266250
74	74	0 days 00:00:02.511263
75	75	0 days 00:00:02.115572
76	76	0 days 00:00:02.124753
77	77	0 days 00:00:02.091682
78	78	0 days 00:00:02.111818
79	79	0 days 00:00:02.167192
80	80	0 days 00:00:01.927803
81	81	0 days 00:00:02.519057
82	82	0 days 00:00:02.124852
83	83	0 days 00:00:02.178338
84	84	0 days 00:00:02.359787
85	85	0 days 00:00:02.433102
86	86	0 days 00:00:01.878244
87	87	0 days 00:00:01.848980
88	88	0 days 00:00:01.865618
89	89	0 days 00:00:01.883929
90	90	0 days 00:00:03.172782
91	91	0 days 00:00:01.921057
92	92	0 days 00:00:01.963633
93	93	0 days 00:00:01.900932
94	94	0 days 00:00:01.900024
95	95	0 days 00:00:01.855882
96	96	0 days 00:00:01.874357
97	97	0 days 00:00:01.858560
98	98	0 days 00:00:01.883687
99	99	0 days 00:00:01.883060
