	epoch	time
0	0	0 days 00:00:01.918882
1	1	0 days 00:00:01.757703
2	2	0 days 00:00:01.764170
3	3	0 days 00:00:01.753084
4	4	0 days 00:00:01.752670
5	5	0 days 00:00:01.753711
6	6	0 days 00:00:01.847173
7	7	0 days 00:00:01.755265
8	8	0 days 00:00:01.755532
9	9	0 days 00:00:01.755779
10	10	0 days 00:00:01.897867
11	11	0 days 00:00:01.760618
12	12	0 days 00:00:01.817584
13	13	0 days 00:00:01.790483
14	14	0 days 00:00:01.758004
15	15	0 days 00:00:01.780371
16	16	0 days 00:00:02.031162
17	17	0 days 00:00:02.270204
18	18	0 days 00:00:01.923509
19	19	0 days 00:00:01.831226
20	20	0 days 00:00:01.787058
21	21	0 days 00:00:01.985277
22	22	0 days 00:00:01.777641
23	23	0 days 00:00:01.767030
24	24	0 days 00:00:01.802030
25	25	0 days 00:00:01.766433
26	26	0 days 00:00:01.787189
27	27	0 days 00:00:01.746133
28	28	0 days 00:00:01.812434
29	29	0 days 00:00:01.847678
30	30	0 days 00:00:01.878788
31	31	0 days 00:00:01.872496
32	32	0 days 00:00:01.904334
33	33	0 days 00:00:01.809999
34	34	0 days 00:00:01.785887
35	35	0 days 00:00:01.792063
36	36	0 days 00:00:01.826307
37	37	0 days 00:00:01.956810
38	38	0 days 00:00:01.942142
39	39	0 days 00:00:01.948743
40	40	0 days 00:00:01.934486
41	41	0 days 00:00:01.784027
42	42	0 days 00:00:01.816159
43	43	0 days 00:00:01.762712
44	44	0 days 00:00:01.774207
45	45	0 days 00:00:01.751552
46	46	0 days 00:00:02.009046
47	47	0 days 00:00:01.754984
48	48	0 days 00:00:01.756339
49	49	0 days 00:00:01.759806
50	50	0 days 00:00:01.757180
51	51	0 days 00:00:01.746758
52	52	0 days 00:00:01.755427
53	53	0 days 00:00:01.754689
54	54	0 days 00:00:01.748626
55	55	0 days 00:00:01.835618
56	56	0 days 00:00:01.760819
57	57	0 days 00:00:01.764065
58	58	0 days 00:00:01.755229
59	59	0 days 00:00:01.749287
60	60	0 days 00:00:01.939391
61	61	0 days 00:00:01.766958
62	62	0 days 00:00:01.758191
63	63	0 days 00:00:01.782048
64	64	0 days 00:00:01.754965
65	65	0 days 00:00:01.753750
66	66	0 days 00:00:01.864651
67	67	0 days 00:00:01.753681
68	68	0 days 00:00:01.769325
69	69	0 days 00:00:01.760578
70	70	0 days 00:00:01.763469
71	71	0 days 00:00:01.755938
72	72	0 days 00:00:01.778214
73	73	0 days 00:00:01.761901
74	74	0 days 00:00:01.739231
75	75	0 days 00:00:02.000703
76	76	0 days 00:00:01.749485
77	77	0 days 00:00:01.749230
78	78	0 days 00:00:01.748669
79	79	0 days 00:00:01.752460
80	80	0 days 00:00:01.763742
81	81	0 days 00:00:01.757751
82	82	0 days 00:00:01.758909
83	83	0 days 00:00:01.751073
84	84	0 days 00:00:01.759080
85	85	0 days 00:00:01.743000
86	86	0 days 00:00:01.745847
87	87	0 days 00:00:01.745387
88	88	0 days 00:00:01.757716
89	89	0 days 00:00:01.762828
90	90	0 days 00:00:01.775952
91	91	0 days 00:00:02.204154
92	92	0 days 00:00:01.800473
93	93	0 days 00:00:01.768626
94	94	0 days 00:00:01.747577
95	95	0 days 00:00:01.753500
96	96	0 days 00:00:01.749987
97	97	0 days 00:00:01.750868
98	98	0 days 00:00:01.780805
99	99	0 days 00:00:01.751363
