name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:01.372261,"[Timedelta('0 days 00:00:01.512470'), Timedelta('0 days 00:00:01.349963'), Timedelta('0 days 00:00:01.353795'), Timedelta('0 days 00:00:01.344371'), Timedelta('0 days 00:00:01.356267'), Timedelta('0 days 00:00:01.353544'), Timedelta('0 days 00:00:01.372748'), Timedelta('0 days 00:00:01.346896'), Timedelta('0 days 00:00:01.357739'), Timedelta('0 days 00:00:01.352815'), Timedelta('0 days 00:00:01.482470'), Timedelta('0 days 00:00:01.350560'), Timedelta('0 days 00:00:01.358823'), Timedelta('0 days 00:00:01.354038'), Timedelta('0 days 00:00:01.349511'), Timedelta('0 days 00:00:01.352928'), Timedelta('0 days 00:00:01.362146'), Timedelta('0 days 00:00:01.357786'), Timedelta('0 days 00:00:01.359746'), Timedelta('0 days 00:00:01.356234'), Timedelta('0 days 00:00:01.354050'), Timedelta('0 days 00:00:01.494554'), Timedelta('0 days 00:00:01.352170'), Timedelta('0 days 00:00:01.353901'), Timedelta('0 days 00:00:01.355870'), Timedelta('0 days 00:00:01.382545'), Timedelta('0 days 00:00:01.359521'), Timedelta('0 days 00:00:01.357398'), Timedelta('0 days 00:00:01.349857'), Timedelta('0 days 00:00:01.362302'), Timedelta('0 days 00:00:01.354484'), Timedelta('0 days 00:00:01.355283'), Timedelta('0 days 00:00:01.361815'), Timedelta('0 days 00:00:01.358214'), Timedelta('0 days 00:00:01.354046'), Timedelta('0 days 00:00:01.421488'), Timedelta('0 days 00:00:01.359936'), Timedelta('0 days 00:00:01.360667'), Timedelta('0 days 00:00:01.356220'), Timedelta('0 days 00:00:01.367235'), Timedelta('0 days 00:00:01.405621'), Timedelta('0 days 00:00:01.353793'), Timedelta('0 days 00:00:01.350313'), Timedelta('0 days 00:00:01.355134'), Timedelta('0 days 00:00:01.355258'), Timedelta('0 days 00:00:01.372910'), Timedelta('0 days 00:00:01.618461'), Timedelta('0 days 00:00:01.358697'), Timedelta('0 days 00:00:01.391110'), Timedelta('0 days 00:00:01.366532'), Timedelta('0 days 00:00:01.359549'), Timedelta('0 days 00:00:01.359622'), Timedelta('0 days 00:00:01.358861'), Timedelta('0 days 00:00:01.361293'), Timedelta('0 days 00:00:01.363009'), Timedelta('0 days 00:00:01.363317'), Timedelta('0 days 00:00:01.361261'), Timedelta('0 days 00:00:01.363718'), Timedelta('0 days 00:00:01.356452'), Timedelta('0 days 00:00:01.364968'), Timedelta('0 days 00:00:01.562149'), Timedelta('0 days 00:00:01.358569'), Timedelta('0 days 00:00:01.358398'), Timedelta('0 days 00:00:01.364476'), Timedelta('0 days 00:00:01.348047'), Timedelta('0 days 00:00:01.397517'), Timedelta('0 days 00:00:01.365342'), Timedelta('0 days 00:00:01.366996'), Timedelta('0 days 00:00:01.358701'), Timedelta('0 days 00:00:01.356974'), Timedelta('0 days 00:00:01.365465'), Timedelta('0 days 00:00:01.358513'), Timedelta('0 days 00:00:01.360264'), Timedelta('0 days 00:00:01.358117'), Timedelta('0 days 00:00:01.385429'), Timedelta('0 days 00:00:01.577941'), Timedelta('0 days 00:00:01.356034'), Timedelta('0 days 00:00:01.362564'), Timedelta('0 days 00:00:01.358636'), Timedelta('0 days 00:00:01.357642'), Timedelta('0 days 00:00:01.376082'), Timedelta('0 days 00:00:01.352893'), Timedelta('0 days 00:00:01.350281'), Timedelta('0 days 00:00:01.370293'), Timedelta('0 days 00:00:01.366411'), Timedelta('0 days 00:00:01.360312'), Timedelta('0 days 00:00:01.351809'), Timedelta('0 days 00:00:01.363151'), Timedelta('0 days 00:00:01.377894'), Timedelta('0 days 00:00:01.349942'), Timedelta('0 days 00:00:01.360711'), Timedelta('0 days 00:00:01.362161'), Timedelta('0 days 00:00:01.366266'), Timedelta('0 days 00:00:01.357940'), Timedelta('0 days 00:00:01.357455'), Timedelta('0 days 00:00:01.365663'), Timedelta('0 days 00:00:01.367657'), Timedelta('0 days 00:00:01.362124'), Timedelta('0 days 00:00:01.368353'), Timedelta('0 days 00:00:01.364631')]"
MAIN__VAE_TRAINING_global,0 days 00:02:26.594672,[Timedelta('0 days 00:02:26.594672')]
COPULA_TRAINING,0 days 00:00:04.785313,[Timedelta('0 days 00:00:04.785313')]
COPULA_GENERATION,0 days 00:00:22.641332,[Timedelta('0 days 00:00:22.641332')]
