	epoch	time
0	0	0 days 00:00:01.554360
1	1	0 days 00:00:01.426569
2	2	0 days 00:00:01.432701
3	3	0 days 00:00:01.433511
4	4	0 days 00:00:01.409095
5	5	0 days 00:00:01.384623
6	6	0 days 00:00:01.374445
7	7	0 days 00:00:01.580613
8	8	0 days 00:00:01.420961
9	9	0 days 00:00:01.401216
10	10	0 days 00:00:01.373880
11	11	0 days 00:00:01.351212
12	12	0 days 00:00:01.354568
13	13	0 days 00:00:01.370962
14	14	0 days 00:00:01.358704
15	15	0 days 00:00:01.349531
16	16	0 days 00:00:01.335715
17	17	0 days 00:00:01.338668
18	18	0 days 00:00:01.824983
19	19	0 days 00:00:01.347389
20	20	0 days 00:00:01.383806
21	21	0 days 00:00:01.358869
22	22	0 days 00:00:01.353918
23	23	0 days 00:00:01.334471
24	24	0 days 00:00:01.338708
25	25	0 days 00:00:01.361702
26	26	0 days 00:00:01.334365
27	27	0 days 00:00:01.323875
28	28	0 days 00:00:01.335870
29	29	0 days 00:00:01.342730
30	30	0 days 00:00:01.353818
31	31	0 days 00:00:01.340049
32	32	0 days 00:00:01.349013
33	33	0 days 00:00:01.347022
34	34	0 days 00:00:01.342437
35	35	0 days 00:00:01.340994
36	36	0 days 00:00:01.347816
37	37	0 days 00:00:01.340734
38	38	0 days 00:00:01.342439
39	39	0 days 00:00:01.349028
40	40	0 days 00:00:01.347100
41	41	0 days 00:00:01.800959
42	42	0 days 00:00:01.356289
43	43	0 days 00:00:01.343028
44	44	0 days 00:00:01.348448
45	45	0 days 00:00:01.344129
46	46	0 days 00:00:01.347701
47	47	0 days 00:00:01.346234
48	48	0 days 00:00:01.348389
49	49	0 days 00:00:01.378729
50	50	0 days 00:00:01.357126
51	51	0 days 00:00:01.395089
52	52	0 days 00:00:01.390337
53	53	0 days 00:00:01.542048
54	54	0 days 00:00:01.370957
55	55	0 days 00:00:01.402844
56	56	0 days 00:00:01.486071
57	57	0 days 00:00:01.412321
58	58	0 days 00:00:01.447205
59	59	0 days 00:00:01.459287
60	60	0 days 00:00:01.447857
61	61	0 days 00:00:01.488273
62	62	0 days 00:00:01.427611
63	63	0 days 00:00:01.405031
64	64	0 days 00:00:01.435020
65	65	0 days 00:00:01.408501
66	66	0 days 00:00:01.403262
67	67	0 days 00:00:01.971274
68	68	0 days 00:00:01.428259
69	69	0 days 00:00:01.397740
70	70	0 days 00:00:01.450432
71	71	0 days 00:00:01.432813
72	72	0 days 00:00:01.397460
73	73	0 days 00:00:01.424154
74	74	0 days 00:00:01.437213
75	75	0 days 00:00:01.378540
76	76	0 days 00:00:01.400191
77	77	0 days 00:00:01.410198
78	78	0 days 00:00:01.435709
79	79	0 days 00:00:01.419195
80	80	0 days 00:00:01.413531
81	81	0 days 00:00:01.438886
82	82	0 days 00:00:01.447986
83	83	0 days 00:00:01.395954
84	84	0 days 00:00:01.409688
85	85	0 days 00:00:01.490661
86	86	0 days 00:00:01.493587
87	87	0 days 00:00:01.453488
88	88	0 days 00:00:01.384003
89	89	0 days 00:00:01.356131
90	90	0 days 00:00:01.387387
91	91	0 days 00:00:01.419845
92	92	0 days 00:00:01.384353
93	93	0 days 00:00:01.386878
94	94	0 days 00:00:01.379639
95	95	0 days 00:00:02.038568
96	96	0 days 00:00:01.409208
97	97	0 days 00:00:01.483138
98	98	0 days 00:00:01.411296
99	99	0 days 00:00:01.408526
