x_input,x_latent,x_output
"{'data': tensor([0.1085, 0.1085, 0.1085, 0.1628, 0.1411, 0.1737, 0.1303, 0.1303, 0.0977,
        0.1194, 0.0760, 0.1085, 0.1194, 0.1628, 0.1628, 0.1628])}","{'mu': tensor([0.2598, 0.1974, 0.2393, 0.2804, 0.0283, 0.2775],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0565, -0.0291, -0.0248, -0.0696,  0.0099, -0.0584],
       grad_fn=<SelectBackward0>), 'z': tensor([ 0.2182,  1.1328,  1.3511,  0.3672, -0.5648, -0.2592],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.0958, 0.1224, 0.1084, 0.1613, 0.1453, 0.1537, 0.1038, 0.1162, 0.0984,
        0.0848, 0.0786, 0.0890, 0.0923, 0.0923, 0.1546, 0.1546],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.1411, 0.1520, 0.1520, 0.2062, 0.2171, 0.3039, 0.2497, 0.2171, 0.1411,
        0.1954, 0.1954, 0.1411, 0.1628, 0.1628, 0.1954, 0.1737])}","{'mu': tensor([0.1782, 0.1388, 0.1668, 0.1941, 0.0264, 0.1904],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0524, -0.0290, -0.0290, -0.0646,  0.0092, -0.0577],
       grad_fn=<SelectBackward0>), 'z': tensor([-0.0083,  0.4895,  1.1769, -0.1530,  0.9413,  1.0687],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.0863, 0.1050, 0.0960, 0.1365, 0.1218, 0.1201, 0.0964, 0.1119, 0.0940,
        0.0885, 0.0881, 0.1008, 0.1028, 0.1028, 0.1281, 0.1281],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.2062, 0.2388, 0.2605, 0.1845, 0.2388, 0.2931, 0.2822, 0.1628, 0.3256,
        0.2714, 0.2171, 0.2171, 0.2605, 0.3256, 0.3148, 0.2822])}","{'mu': tensor([0.0898, 0.0764, 0.0883, 0.1022, 0.0243, 0.0976],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0485, -0.0298, -0.0338, -0.0602,  0.0087, -0.0577],
       grad_fn=<SelectBackward0>), 'z': tensor([ 2.1714,  0.4385, -0.2094, -0.7592, -0.0673,  1.0518],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.0709, 0.0645, 0.0719, 0.0633, 0.0564, 0.0287, 0.0890, 0.1098, 0.0942,
        0.1133, 0.1267, 0.1471, 0.1462, 0.1462, 0.0634, 0.0634],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.2388, 0.2605, 0.2714, 0.2714, 0.3691, 0.3582, 0.4125, 0.3582, 0.2714,
        0.2822, 0.2062, 0.2605, 0.3039, 0.3039, 0.2605, 0.3039])}","{'mu': tensor([0.0408, 0.0409, 0.0447, 0.0497, 0.0235, 0.0452],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0458, -0.0295, -0.0362, -0.0568,  0.0078, -0.0569],
       grad_fn=<SelectBackward0>), 'z': tensor([ 0.2459,  1.3949, -0.3986,  0.1684, -0.4614,  0.2932],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.1676, 0.1569, 0.1757, 0.1635, 0.1696, 0.1633, 0.2188, 0.2189, 0.2153,
        0.2095, 0.1818, 0.1910, 0.2072, 0.2072, 0.1648, 0.1648],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.1845, 0.2171, 0.1954, 0.2714, 0.2388, 0.3039, 0.1085, 0.2388, 0.1411,
        0.2062, 0.2062, 0.1520, 0.2280, 0.1954, 0.1954, 0.2497])}","{'mu': tensor([0.1515, 0.1208, 0.1447, 0.1671, 0.0279, 0.1622],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0511, -0.0284, -0.0299, -0.0634,  0.0086, -0.0573],
       grad_fn=<SelectBackward0>), 'z': tensor([-2.2500,  0.3749, -0.4102,  0.0825,  0.3181,  1.6331],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.3005, 0.2834, 0.3166, 0.2939, 0.3221, 0.3430, 0.3906, 0.3593, 0.3793,
        0.3573, 0.2921, 0.2934, 0.3281, 0.3281, 0.3024, 0.3024],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.5536, 0.5427, 0.7056, 0.7924, 0.6730, 0.7598, 0.6730, 0.5862, 0.5427,
        0.4233, 0.3474, 0.5427, 0.5319, 0.0000, 0.7273, 0.8033])}","{'mu': tensor([-0.2474, -0.1624, -0.2030, -0.2528,  0.0292, -0.2661],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0321, -0.0250, -0.0486, -0.0400, -0.0031, -0.0531],
       grad_fn=<SelectBackward0>), 'z': tensor([-0.4575,  0.1220,  1.0229,  1.3414,  0.2778, -0.5477],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.1645, 0.1871, 0.1807, 0.2259, 0.2211, 0.2433, 0.1947, 0.1918, 0.1847,
        0.1620, 0.1345, 0.1399, 0.1532, 0.1532, 0.2243, 0.2243],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.2280, 0.2497, 0.2822, 0.2714, 0.2931, 0.2388, 0.2931, 0.2714, 0.2822,
        0.2714, 0.2714, 0.2714, 0.2280, 0.2605, 0.3256, 0.2714])}","{'mu': tensor([0.0754, 0.0658, 0.0753, 0.0866, 0.0236, 0.0822],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0476, -0.0297, -0.0346, -0.0589,  0.0085, -0.0574],
       grad_fn=<SelectBackward0>), 'z': tensor([ 0.9263, -0.7847,  1.0226, -0.0306, -0.3413,  1.7965],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.0356, 0.0484, 0.0396, 0.0700, 0.0494, 0.0301, 0.0347, 0.0633, 0.0373,
        0.0429, 0.0582, 0.0740, 0.0694, 0.0694, 0.0595, 0.0595],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.6947, 0.7164, 0.7815, 0.6079, 0.7273, 0.8358, 0.9227, 0.8250, 0.8033,
        0.7815, 0.5753, 0.5536, 0.6404, 0.6621, 0.8738, 0.8358])}","{'mu': tensor([-0.3866, -0.2608, -0.3289, -0.3978,  0.0245, -0.4112],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0261, -0.0279, -0.0566, -0.0330, -0.0012, -0.0535],
       grad_fn=<SelectBackward0>), 'z': tensor([-1.1826,  0.3667, -1.6690, -1.8761, -1.0555, -0.5849],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.5283, 0.5070, 0.5562, 0.4871, 0.5668, 0.6455, 0.6552, 0.5581, 0.6351,
        0.6207, 0.5247, 0.5279, 0.5821, 0.5821, 0.5549, 0.5549],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.2171, 0.2062, 0.1954, 0.6730, 0.3256, 0.6730, 0.2605, 0.2280, 0.2280,
        0.4233, 0.3691, 0.2280, 0.1954, 0.2822, 0.3039, 0.6730])}","{'mu': tensor([-0.0120,  0.0019,  0.0025, -0.0070,  0.0265, -0.0153],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0424, -0.0236, -0.0369, -0.0530,  0.0029, -0.0542],
       grad_fn=<SelectBackward0>), 'z': tensor([-0.4651, -1.2935, -0.2006,  1.8532, -0.5155,  0.7373],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.1877, 0.1802, 0.1972, 0.1930, 0.1993, 0.2011, 0.2440, 0.2408, 0.2372,
        0.2220, 0.1837, 0.1870, 0.2073, 0.2073, 0.1927, 0.1927],
       grad_fn=<SelectBackward0>)}"
"{'data': tensor([0.2062, 0.2171, 0.2171, 0.1954, 0.1954, 0.1954, 0.2605, 0.2062, 0.3582,
        0.2388, 0.2062, 0.2714, 0.2280, 0.2931, 0.2280, 0.1845])}","{'mu': tensor([0.1231, 0.0997, 0.1157, 0.1368, 0.0222, 0.1343],
       grad_fn=<SelectBackward0>), 'logvar': tensor([-0.0501, -0.0312, -0.0329, -0.0619,  0.0107, -0.0585],
       grad_fn=<SelectBackward0>), 'z': tensor([ 0.5869,  0.4492,  1.7232, -0.1832,  1.1493, -0.2006],
       grad_fn=<SelectBackward0>)}","{'data': tensor([0.1041, 0.1407, 0.1190, 0.1854, 0.1705, 0.1884, 0.1058, 0.1133, 0.1006,
        0.0928, 0.0956, 0.1102, 0.1105, 0.1105, 0.1831, 0.1831],
       grad_fn=<SelectBackward0>)}"
