name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:02.759484,"[Timedelta('0 days 00:00:02.741980'), Timedelta('0 days 00:00:02.516505'), Timedelta('0 days 00:00:02.584750'), Timedelta('0 days 00:00:02.751641'), Timedelta('0 days 00:00:02.567048'), Timedelta('0 days 00:00:02.696247'), Timedelta('0 days 00:00:02.593020'), Timedelta('0 days 00:00:02.618871'), Timedelta('0 days 00:00:02.718355'), Timedelta('0 days 00:00:02.554477'), Timedelta('0 days 00:00:02.667100'), Timedelta('0 days 00:00:02.605326'), Timedelta('0 days 00:00:02.625312'), Timedelta('0 days 00:00:02.574941'), Timedelta('0 days 00:00:02.632779'), Timedelta('0 days 00:00:02.571599'), Timedelta('0 days 00:00:02.727892'), Timedelta('0 days 00:00:02.614231'), Timedelta('0 days 00:00:02.613588'), Timedelta('0 days 00:00:02.616316'), Timedelta('0 days 00:00:02.606862'), Timedelta('0 days 00:00:02.640251'), Timedelta('0 days 00:00:02.569523'), Timedelta('0 days 00:00:02.664921'), Timedelta('0 days 00:00:02.623461'), Timedelta('0 days 00:00:02.581373'), Timedelta('0 days 00:00:02.616158'), Timedelta('0 days 00:00:02.712268'), Timedelta('0 days 00:00:02.687586'), Timedelta('0 days 00:00:02.741555'), Timedelta('0 days 00:00:02.532227'), Timedelta('0 days 00:00:02.690265'), Timedelta('0 days 00:00:02.680455'), Timedelta('0 days 00:00:02.655222'), Timedelta('0 days 00:00:02.677610'), Timedelta('0 days 00:00:02.553703'), Timedelta('0 days 00:00:02.655855'), Timedelta('0 days 00:00:02.641186'), Timedelta('0 days 00:00:02.603730'), Timedelta('0 days 00:00:02.526253'), Timedelta('0 days 00:00:02.748763'), Timedelta('0 days 00:00:02.510674'), Timedelta('0 days 00:00:02.575025'), Timedelta('0 days 00:00:02.601447'), Timedelta('0 days 00:00:02.552788'), Timedelta('0 days 00:00:02.639632'), Timedelta('0 days 00:00:02.553971'), Timedelta('0 days 00:00:02.665006'), Timedelta('0 days 00:00:02.586301'), Timedelta('0 days 00:00:02.549664'), Timedelta('0 days 00:00:02.597862'), Timedelta('0 days 00:00:02.602659'), Timedelta('0 days 00:00:02.663661'), Timedelta('0 days 00:00:02.623158'), Timedelta('0 days 00:00:02.635457'), Timedelta('0 days 00:00:02.577538'), Timedelta('0 days 00:00:02.438140'), Timedelta('0 days 00:00:02.534421'), Timedelta('0 days 00:00:02.622636'), Timedelta('0 days 00:00:02.556899'), Timedelta('0 days 00:00:02.542296'), Timedelta('0 days 00:00:02.643153'), Timedelta('0 days 00:00:02.655999'), Timedelta('0 days 00:00:02.628574'), Timedelta('0 days 00:00:02.642485'), Timedelta('0 days 00:00:02.581129'), Timedelta('0 days 00:00:02.753103'), Timedelta('0 days 00:00:02.628583'), Timedelta('0 days 00:00:02.553140'), Timedelta('0 days 00:00:02.653652'), Timedelta('0 days 00:00:02.629102'), Timedelta('0 days 00:00:02.743522'), Timedelta('0 days 00:00:02.581548'), Timedelta('0 days 00:00:02.913700'), Timedelta('0 days 00:00:11.167595'), Timedelta('0 days 00:00:05.843275'), Timedelta('0 days 00:00:02.731585'), Timedelta('0 days 00:00:02.432059'), Timedelta('0 days 00:00:02.327740'), Timedelta('0 days 00:00:02.213655'), Timedelta('0 days 00:00:02.092214'), Timedelta('0 days 00:00:01.972849'), Timedelta('0 days 00:00:02.001990'), Timedelta('0 days 00:00:02.874478'), Timedelta('0 days 00:00:02.777335'), Timedelta('0 days 00:00:03.948043'), Timedelta('0 days 00:00:03.137554'), Timedelta('0 days 00:00:02.732580'), Timedelta('0 days 00:00:02.720425'), Timedelta('0 days 00:00:02.737574'), Timedelta('0 days 00:00:02.654215'), Timedelta('0 days 00:00:02.809383'), Timedelta('0 days 00:00:02.899569'), Timedelta('0 days 00:00:03.009292'), Timedelta('0 days 00:00:02.635352'), Timedelta('0 days 00:00:02.781901'), Timedelta('0 days 00:00:02.751194'), Timedelta('0 days 00:00:02.724606'), Timedelta('0 days 00:00:02.940168'), Timedelta('0 days 00:00:02.793609')]"
MAIN__VAE_TRAINING_global,0 days 00:04:50.396399,[Timedelta('0 days 00:04:50.396399')]
COPULA_TRAINING,0 days 00:00:11.720621,[Timedelta('0 days 00:00:11.720621')]
COPULA_GENERATION,0 days 00:00:43.291195,[Timedelta('0 days 00:00:43.291195')]
