	epoch	time
0	0	0 days 00:00:01.944345
1	1	0 days 00:00:01.861811
2	2	0 days 00:00:02.113003
3	3	0 days 00:00:02.105700
4	4	0 days 00:00:02.025371
5	5	0 days 00:00:02.188534
6	6	0 days 00:00:02.117073
7	7	0 days 00:00:02.015402
8	8	0 days 00:00:01.948319
9	9	0 days 00:00:01.923508
10	10	0 days 00:00:01.845922
11	11	0 days 00:00:01.827598
12	12	0 days 00:00:01.874009
13	13	0 days 00:00:02.156330
14	14	0 days 00:00:01.799719
15	15	0 days 00:00:01.809198
16	16	0 days 00:00:01.993058
17	17	0 days 00:00:01.831249
18	18	0 days 00:00:01.836912
19	19	0 days 00:00:01.790167
20	20	0 days 00:00:01.807886
21	21	0 days 00:00:01.842059
22	22	0 days 00:00:01.831135
23	23	0 days 00:00:01.789656
24	24	0 days 00:00:01.808441
25	25	0 days 00:00:01.796569
26	26	0 days 00:00:01.800037
27	27	0 days 00:00:01.807509
28	28	0 days 00:00:01.830256
29	29	0 days 00:00:01.843733
30	30	0 days 00:00:01.788065
31	31	0 days 00:00:01.809758
32	32	0 days 00:00:01.851950
33	33	0 days 00:00:01.843550
34	34	0 days 00:00:02.180764
35	35	0 days 00:00:01.859868
36	36	0 days 00:00:02.049109
37	37	0 days 00:00:02.061111
38	38	0 days 00:00:01.997669
39	39	0 days 00:00:01.882048
40	40	0 days 00:00:01.932122
41	41	0 days 00:00:01.827202
42	42	0 days 00:00:02.524274
43	43	0 days 00:00:01.986467
44	44	0 days 00:00:01.927038
45	45	0 days 00:00:02.048612
46	46	0 days 00:00:02.186761
47	47	0 days 00:00:02.164879
48	48	0 days 00:00:01.904458
49	49	0 days 00:00:01.863418
50	50	0 days 00:00:02.207799
51	51	0 days 00:00:02.219642
52	52	0 days 00:00:02.041693
53	53	0 days 00:00:01.979066
54	54	0 days 00:00:02.574116
55	55	0 days 00:00:02.057890
56	56	0 days 00:00:01.949413
57	57	0 days 00:00:02.174833
58	58	0 days 00:00:02.158289
59	59	0 days 00:00:02.440682
60	60	0 days 00:00:02.721729
61	61	0 days 00:00:02.529140
62	62	0 days 00:00:02.122966
63	63	0 days 00:00:02.051157
64	64	0 days 00:00:02.451695
65	65	0 days 00:00:03.161747
66	66	0 days 00:00:01.797198
67	67	0 days 00:00:01.774639
68	68	0 days 00:00:01.793343
69	69	0 days 00:00:02.058124
70	70	0 days 00:00:01.787820
71	71	0 days 00:00:01.770533
72	72	0 days 00:00:01.806574
73	73	0 days 00:00:01.936798
74	74	0 days 00:00:01.798517
75	75	0 days 00:00:01.900721
76	76	0 days 00:00:02.180292
77	77	0 days 00:00:01.967129
78	78	0 days 00:00:01.853656
79	79	0 days 00:00:01.849424
80	80	0 days 00:00:01.809486
81	81	0 days 00:00:01.877301
82	82	0 days 00:00:01.963767
83	83	0 days 00:00:01.824020
84	84	0 days 00:00:01.787345
85	85	0 days 00:00:01.855942
86	86	0 days 00:00:01.783053
87	87	0 days 00:00:01.900401
88	88	0 days 00:00:01.817556
89	89	0 days 00:00:01.804739
90	90	0 days 00:00:01.774504
91	91	0 days 00:00:01.905299
92	92	0 days 00:00:01.818338
93	93	0 days 00:00:01.836713
94	94	0 days 00:00:01.856338
95	95	0 days 00:00:01.876051
96	96	0 days 00:00:01.831826
97	97	0 days 00:00:01.852396
98	98	0 days 00:00:01.840170
99	99	0 days 00:00:01.849843
