	epoch	time
0	0	0 days 00:00:02.276251
1	1	0 days 00:00:02.095887
2	2	0 days 00:00:02.093815
3	3	0 days 00:00:02.203892
4	4	0 days 00:00:01.978434
5	5	0 days 00:00:01.961698
6	6	0 days 00:00:01.906341
7	7	0 days 00:00:02.079218
8	8	0 days 00:00:01.999893
9	9	0 days 00:00:02.018192
10	10	0 days 00:00:01.956412
11	11	0 days 00:00:01.893363
12	12	0 days 00:00:01.920817
13	13	0 days 00:00:02.113254
14	14	0 days 00:00:02.018218
15	15	0 days 00:00:02.078304
16	16	0 days 00:00:01.868831
17	17	0 days 00:00:01.932548
18	18	0 days 00:00:01.811830
19	19	0 days 00:00:01.802170
20	20	0 days 00:00:01.806602
21	21	0 days 00:00:01.788180
22	22	0 days 00:00:01.786184
23	23	0 days 00:00:01.782638
24	24	0 days 00:00:01.775447
25	25	0 days 00:00:01.784679
26	26	0 days 00:00:01.774460
27	27	0 days 00:00:01.905113
28	28	0 days 00:00:01.814709
29	29	0 days 00:00:01.872749
30	30	0 days 00:00:01.794723
31	31	0 days 00:00:01.774952
32	32	0 days 00:00:01.783463
33	33	0 days 00:00:01.828201
34	34	0 days 00:00:01.799187
35	35	0 days 00:00:01.856688
36	36	0 days 00:00:01.929373
37	37	0 days 00:00:01.771749
38	38	0 days 00:00:01.767796
39	39	0 days 00:00:01.760964
40	40	0 days 00:00:01.760284
41	41	0 days 00:00:01.767934
42	42	0 days 00:00:01.755444
43	43	0 days 00:00:01.784438
44	44	0 days 00:00:01.788400
45	45	0 days 00:00:01.776110
46	46	0 days 00:00:01.771208
47	47	0 days 00:00:01.775168
48	48	0 days 00:00:01.787558
49	49	0 days 00:00:01.864854
50	50	0 days 00:00:01.772542
51	51	0 days 00:00:01.819376
52	52	0 days 00:00:01.769310
53	53	0 days 00:00:01.779177
54	54	0 days 00:00:01.774195
55	55	0 days 00:00:01.769338
56	56	0 days 00:00:01.818064
57	57	0 days 00:00:01.806152
58	58	0 days 00:00:01.773687
59	59	0 days 00:00:01.766839
60	60	0 days 00:00:01.843428
61	61	0 days 00:00:01.861722
62	62	0 days 00:00:01.807574
63	63	0 days 00:00:01.761823
64	64	0 days 00:00:03.517764
65	65	0 days 00:00:01.814397
66	66	0 days 00:00:01.811505
67	67	0 days 00:00:01.805513
68	68	0 days 00:00:01.846963
69	69	0 days 00:00:01.801119
70	70	0 days 00:00:01.798259
71	71	0 days 00:00:01.781328
72	72	0 days 00:00:01.802413
73	73	0 days 00:00:01.834091
74	74	0 days 00:00:01.786650
75	75	0 days 00:00:01.935647
76	76	0 days 00:00:01.960515
77	77	0 days 00:00:02.004648
78	78	0 days 00:00:01.822011
79	79	0 days 00:00:01.841431
80	80	0 days 00:00:01.779504
81	81	0 days 00:00:01.897249
82	82	0 days 00:00:01.823380
83	83	0 days 00:00:01.782459
84	84	0 days 00:00:01.789709
85	85	0 days 00:00:01.781621
86	86	0 days 00:00:01.779640
87	87	0 days 00:00:01.774516
88	88	0 days 00:00:01.772816
89	89	0 days 00:00:01.774476
90	90	0 days 00:00:01.783985
91	91	0 days 00:00:01.771827
92	92	0 days 00:00:01.781034
93	93	0 days 00:00:01.804296
94	94	0 days 00:00:01.815520
95	95	0 days 00:00:01.796717
96	96	0 days 00:00:01.784505
97	97	0 days 00:00:01.872643
98	98	0 days 00:00:01.871707
99	99	0 days 00:00:01.842937
