	epoch	time
0	0	0 days 00:00:01.929330
1	1	0 days 00:00:01.876742
2	2	0 days 00:00:01.854858
3	3	0 days 00:00:01.899891
4	4	0 days 00:00:01.975388
5	5	0 days 00:00:01.843407
6	6	0 days 00:00:01.878202
7	7	0 days 00:00:01.845927
8	8	0 days 00:00:01.836025
9	9	0 days 00:00:01.824946
10	10	0 days 00:00:01.813481
11	11	0 days 00:00:01.803368
12	12	0 days 00:00:01.808492
13	13	0 days 00:00:01.844202
14	14	0 days 00:00:01.807726
15	15	0 days 00:00:01.819251
16	16	0 days 00:00:01.899295
17	17	0 days 00:00:01.877660
18	18	0 days 00:00:01.985273
19	19	0 days 00:00:01.926931
20	20	0 days 00:00:01.849305
21	21	0 days 00:00:01.814287
22	22	0 days 00:00:02.055747
23	23	0 days 00:00:01.989070
24	24	0 days 00:00:01.874851
25	25	0 days 00:00:02.027280
26	26	0 days 00:00:01.985300
27	27	0 days 00:00:01.791786
28	28	0 days 00:00:01.822682
29	29	0 days 00:00:02.763335
30	30	0 days 00:00:01.928182
31	31	0 days 00:00:01.862894
32	32	0 days 00:00:01.907480
33	33	0 days 00:00:01.797720
34	34	0 days 00:00:01.777603
35	35	0 days 00:00:01.776363
36	36	0 days 00:00:01.806996
37	37	0 days 00:00:01.783688
38	38	0 days 00:00:01.830738
39	39	0 days 00:00:01.831226
40	40	0 days 00:00:01.823180
41	41	0 days 00:00:01.822172
42	42	0 days 00:00:01.841318
43	43	0 days 00:00:01.821005
44	44	0 days 00:00:01.824630
45	45	0 days 00:00:01.788561
46	46	0 days 00:00:01.879496
47	47	0 days 00:00:01.940373
48	48	0 days 00:00:01.790811
49	49	0 days 00:00:01.843050
50	50	0 days 00:00:02.152972
51	51	0 days 00:00:01.835930
52	52	0 days 00:00:01.797977
53	53	0 days 00:00:01.772964
54	54	0 days 00:00:01.775370
55	55	0 days 00:00:01.776730
56	56	0 days 00:00:01.767930
57	57	0 days 00:00:01.775340
58	58	0 days 00:00:01.809126
59	59	0 days 00:00:01.843808
60	60	0 days 00:00:01.873523
61	61	0 days 00:00:01.820880
62	62	0 days 00:00:01.791278
63	63	0 days 00:00:01.776016
64	64	0 days 00:00:01.842821
65	65	0 days 00:00:01.806672
66	66	0 days 00:00:02.622306
67	67	0 days 00:00:01.799617
68	68	0 days 00:00:01.811907
69	69	0 days 00:00:01.788069
70	70	0 days 00:00:01.814127
71	71	0 days 00:00:01.792136
72	72	0 days 00:00:01.810715
73	73	0 days 00:00:01.864232
74	74	0 days 00:00:01.886142
75	75	0 days 00:00:01.772730
76	76	0 days 00:00:01.776561
77	77	0 days 00:00:01.795784
78	78	0 days 00:00:01.789503
79	79	0 days 00:00:01.780150
80	80	0 days 00:00:01.777423
81	81	0 days 00:00:01.763298
82	82	0 days 00:00:01.819113
83	83	0 days 00:00:01.777484
84	84	0 days 00:00:01.799457
85	85	0 days 00:00:01.766291
86	86	0 days 00:00:01.976297
87	87	0 days 00:00:02.390143
88	88	0 days 00:00:02.307317
89	89	0 days 00:00:01.790488
90	90	0 days 00:00:01.925091
91	91	0 days 00:00:01.884840
92	92	0 days 00:00:01.868169
93	93	0 days 00:00:01.889193
94	94	0 days 00:00:01.860886
95	95	0 days 00:00:01.841764
96	96	0 days 00:00:01.824945
97	97	0 days 00:00:01.860346
98	98	0 days 00:00:01.857489
99	99	0 days 00:00:01.861257
