	epoch	time
0	0	0 days 00:00:01.716271
1	1	0 days 00:00:01.403895
2	2	0 days 00:00:01.407303
3	3	0 days 00:00:01.669984
4	4	0 days 00:00:01.363892
5	5	0 days 00:00:01.349237
6	6	0 days 00:00:01.342717
7	7	0 days 00:00:01.435022
8	8	0 days 00:00:01.931298
9	9	0 days 00:00:01.545268
10	10	0 days 00:00:01.763070
11	11	0 days 00:00:01.336019
12	12	0 days 00:00:01.399779
13	13	0 days 00:00:01.579358
14	14	0 days 00:00:01.581683
15	15	0 days 00:00:01.327552
16	16	0 days 00:00:01.370347
17	17	0 days 00:00:01.518688
18	18	0 days 00:00:01.422603
19	19	0 days 00:00:01.655988
20	20	0 days 00:00:01.348284
21	21	0 days 00:00:01.633526
22	22	0 days 00:00:01.467600
23	23	0 days 00:00:01.554189
24	24	0 days 00:00:01.905976
25	25	0 days 00:00:01.360473
26	26	0 days 00:00:01.378491
27	27	0 days 00:00:01.402963
28	28	0 days 00:00:01.383054
29	29	0 days 00:00:01.387457
30	30	0 days 00:00:01.343680
31	31	0 days 00:00:01.365518
32	32	0 days 00:00:01.430914
33	33	0 days 00:00:01.561461
34	34	0 days 00:00:01.575213
35	35	0 days 00:00:01.347237
36	36	0 days 00:00:01.333755
37	37	0 days 00:00:01.391427
38	38	0 days 00:00:01.367332
39	39	0 days 00:00:01.381762
40	40	0 days 00:00:01.383149
41	41	0 days 00:00:01.415420
42	42	0 days 00:00:01.324936
43	43	0 days 00:00:01.323335
44	44	0 days 00:00:01.329656
45	45	0 days 00:00:01.315578
46	46	0 days 00:00:01.583064
47	47	0 days 00:00:01.325847
48	48	0 days 00:00:01.324782
49	49	0 days 00:00:01.407889
50	50	0 days 00:00:01.451553
51	51	0 days 00:00:01.462235
52	52	0 days 00:00:01.401522
53	53	0 days 00:00:01.506936
54	54	0 days 00:00:01.403668
55	55	0 days 00:00:01.347583
56	56	0 days 00:00:01.322326
57	57	0 days 00:00:01.343558
58	58	0 days 00:00:01.319680
59	59	0 days 00:00:01.325754
60	60	0 days 00:00:01.624354
61	61	0 days 00:00:01.325429
62	62	0 days 00:00:01.326713
63	63	0 days 00:00:01.331257
64	64	0 days 00:00:01.340677
65	65	0 days 00:00:01.328160
66	66	0 days 00:00:01.327547
67	67	0 days 00:00:01.330721
68	68	0 days 00:00:01.324740
69	69	0 days 00:00:01.320592
70	70	0 days 00:00:01.321363
71	71	0 days 00:00:01.323951
72	72	0 days 00:00:01.321020
73	73	0 days 00:00:01.384543
74	74	0 days 00:00:01.560507
75	75	0 days 00:00:01.706232
76	76	0 days 00:00:01.327393
77	77	0 days 00:00:01.334106
78	78	0 days 00:00:01.322969
79	79	0 days 00:00:01.317220
80	80	0 days 00:00:01.323066
81	81	0 days 00:00:01.321928
82	82	0 days 00:00:01.321415
83	83	0 days 00:00:01.316929
84	84	0 days 00:00:01.318189
85	85	0 days 00:00:01.323595
86	86	0 days 00:00:01.353635
87	87	0 days 00:00:01.322529
88	88	0 days 00:00:01.325814
89	89	0 days 00:00:01.317986
90	90	0 days 00:00:01.324540
91	91	0 days 00:00:01.319331
92	92	0 days 00:00:01.322346
93	93	0 days 00:00:01.322802
94	94	0 days 00:00:01.326794
95	95	0 days 00:00:01.432586
96	96	0 days 00:00:01.357174
97	97	0 days 00:00:01.355679
98	98	0 days 00:00:01.331755
99	99	0 days 00:00:01.468829
