	epoch	time
0	0	0 days 00:00:01.503573
1	1	0 days 00:00:01.321340
2	2	0 days 00:00:01.329651
3	3	0 days 00:00:01.321165
4	4	0 days 00:00:01.326463
5	5	0 days 00:00:01.330331
6	6	0 days 00:00:01.322444
7	7	0 days 00:00:01.335258
8	8	0 days 00:00:01.317002
9	9	0 days 00:00:01.321089
10	10	0 days 00:00:01.448210
11	11	0 days 00:00:01.315840
12	12	0 days 00:00:01.318924
13	13	0 days 00:00:01.322107
14	14	0 days 00:00:01.312908
15	15	0 days 00:00:01.313085
16	16	0 days 00:00:01.314640
17	17	0 days 00:00:01.309672
18	18	0 days 00:00:01.323652
19	19	0 days 00:00:01.319698
20	20	0 days 00:00:01.312199
21	21	0 days 00:00:01.461325
22	22	0 days 00:00:01.312956
23	23	0 days 00:00:01.316814
24	24	0 days 00:00:01.311245
25	25	0 days 00:00:01.313708
26	26	0 days 00:00:01.315133
27	27	0 days 00:00:01.316300
28	28	0 days 00:00:01.318638
29	29	0 days 00:00:01.322859
30	30	0 days 00:00:01.404437
31	31	0 days 00:00:01.779138
32	32	0 days 00:00:01.654132
33	33	0 days 00:00:01.602747
34	34	0 days 00:00:01.443612
35	35	0 days 00:00:01.396292
36	36	0 days 00:00:02.027067
37	37	0 days 00:00:01.368786
38	38	0 days 00:00:01.318022
39	39	0 days 00:00:01.502470
40	40	0 days 00:00:01.428357
41	41	0 days 00:00:01.715081
42	42	0 days 00:00:01.599878
43	43	0 days 00:00:01.426746
44	44	0 days 00:00:01.419568
45	45	0 days 00:00:01.363825
46	46	0 days 00:00:01.713211
47	47	0 days 00:00:01.340961
48	48	0 days 00:00:01.340306
49	49	0 days 00:00:01.509581
50	50	0 days 00:00:01.343498
51	51	0 days 00:00:01.391088
52	52	0 days 00:00:01.447894
53	53	0 days 00:00:01.348765
54	54	0 days 00:00:01.390038
55	55	0 days 00:00:01.325023
56	56	0 days 00:00:01.327091
57	57	0 days 00:00:01.367068
58	58	0 days 00:00:01.391256
59	59	0 days 00:00:01.376263
60	60	0 days 00:00:01.713020
61	61	0 days 00:00:01.369499
62	62	0 days 00:00:01.474442
63	63	0 days 00:00:01.465588
64	64	0 days 00:00:01.362324
65	65	0 days 00:00:01.403300
66	66	0 days 00:00:01.383813
67	67	0 days 00:00:01.361849
68	68	0 days 00:00:01.331523
69	69	0 days 00:00:01.507274
70	70	0 days 00:00:01.454222
71	71	0 days 00:00:01.324233
72	72	0 days 00:00:01.334386
73	73	0 days 00:00:01.345226
74	74	0 days 00:00:01.313745
75	75	0 days 00:00:01.630892
76	76	0 days 00:00:01.362891
77	77	0 days 00:00:01.423423
78	78	0 days 00:00:01.392041
79	79	0 days 00:00:01.429946
80	80	0 days 00:00:01.396790
81	81	0 days 00:00:01.373797
82	82	0 days 00:00:01.357944
83	83	0 days 00:00:01.398585
84	84	0 days 00:00:01.421411
85	85	0 days 00:00:01.380977
86	86	0 days 00:00:01.369068
87	87	0 days 00:00:01.405444
88	88	0 days 00:00:01.410248
89	89	0 days 00:00:01.357277
90	90	0 days 00:00:01.503253
91	91	0 days 00:00:01.417131
92	92	0 days 00:00:01.446789
93	93	0 days 00:00:01.497389
94	94	0 days 00:00:01.471136
95	95	0 days 00:00:01.410036
96	96	0 days 00:00:01.471749
97	97	0 days 00:00:01.444571
98	98	0 days 00:00:01.408723
99	99	0 days 00:00:01.429643
