name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:01.857155,"[Timedelta('0 days 00:00:02.123296'), Timedelta('0 days 00:00:02.202376'), Timedelta('0 days 00:00:02.039977'), Timedelta('0 days 00:00:01.994280'), Timedelta('0 days 00:00:01.862988'), Timedelta('0 days 00:00:02.296266'), Timedelta('0 days 00:00:01.908574'), Timedelta('0 days 00:00:02.198702'), Timedelta('0 days 00:00:01.952394'), Timedelta('0 days 00:00:01.957020'), Timedelta('0 days 00:00:01.972156'), Timedelta('0 days 00:00:01.986002'), Timedelta('0 days 00:00:01.987266'), Timedelta('0 days 00:00:02.049181'), Timedelta('0 days 00:00:01.948914'), Timedelta('0 days 00:00:01.891797'), Timedelta('0 days 00:00:01.816539'), Timedelta('0 days 00:00:01.829248'), Timedelta('0 days 00:00:01.963456'), Timedelta('0 days 00:00:02.065546'), Timedelta('0 days 00:00:01.828359'), Timedelta('0 days 00:00:01.805009'), Timedelta('0 days 00:00:01.809340'), Timedelta('0 days 00:00:01.898528'), Timedelta('0 days 00:00:01.799176'), Timedelta('0 days 00:00:01.805429'), Timedelta('0 days 00:00:01.792115'), Timedelta('0 days 00:00:01.766563'), Timedelta('0 days 00:00:01.803562'), Timedelta('0 days 00:00:02.652574'), Timedelta('0 days 00:00:01.878715'), Timedelta('0 days 00:00:01.780545'), Timedelta('0 days 00:00:01.818006'), Timedelta('0 days 00:00:01.808488'), Timedelta('0 days 00:00:01.770426'), Timedelta('0 days 00:00:01.778710'), Timedelta('0 days 00:00:01.815941'), Timedelta('0 days 00:00:01.796718'), Timedelta('0 days 00:00:01.774656'), Timedelta('0 days 00:00:01.789573'), Timedelta('0 days 00:00:01.795811'), Timedelta('0 days 00:00:01.766209'), Timedelta('0 days 00:00:01.801182'), Timedelta('0 days 00:00:01.831301'), Timedelta('0 days 00:00:01.852631'), Timedelta('0 days 00:00:01.784134'), Timedelta('0 days 00:00:01.836122'), Timedelta('0 days 00:00:01.811962'), Timedelta('0 days 00:00:01.772260'), Timedelta('0 days 00:00:01.803654'), Timedelta('0 days 00:00:01.810727'), Timedelta('0 days 00:00:01.786688'), Timedelta('0 days 00:00:01.801208'), Timedelta('0 days 00:00:01.796229'), Timedelta('0 days 00:00:01.782818'), Timedelta('0 days 00:00:01.772281'), Timedelta('0 days 00:00:01.801137'), Timedelta('0 days 00:00:01.801405'), Timedelta('0 days 00:00:01.764984'), Timedelta('0 days 00:00:01.808548'), Timedelta('0 days 00:00:01.792564'), Timedelta('0 days 00:00:01.768249'), Timedelta('0 days 00:00:01.793345'), Timedelta('0 days 00:00:01.802393'), Timedelta('0 days 00:00:01.793213'), Timedelta('0 days 00:00:01.768532'), Timedelta('0 days 00:00:02.674862'), Timedelta('0 days 00:00:01.850162'), Timedelta('0 days 00:00:01.808107'), Timedelta('0 days 00:00:01.855662'), Timedelta('0 days 00:00:02.035902'), Timedelta('0 days 00:00:01.831592'), Timedelta('0 days 00:00:01.787061'), Timedelta('0 days 00:00:01.830472'), Timedelta('0 days 00:00:01.784453'), Timedelta('0 days 00:00:01.789121'), Timedelta('0 days 00:00:01.780031'), Timedelta('0 days 00:00:01.779432'), Timedelta('0 days 00:00:01.772898'), Timedelta('0 days 00:00:01.866639'), Timedelta('0 days 00:00:01.787081'), Timedelta('0 days 00:00:01.783162'), Timedelta('0 days 00:00:01.794028'), Timedelta('0 days 00:00:01.780660'), Timedelta('0 days 00:00:01.772886'), Timedelta('0 days 00:00:01.773441'), Timedelta('0 days 00:00:01.769779'), Timedelta('0 days 00:00:01.776840'), Timedelta('0 days 00:00:01.775095'), Timedelta('0 days 00:00:01.766185'), Timedelta('0 days 00:00:01.772308'), Timedelta('0 days 00:00:01.777077'), Timedelta('0 days 00:00:01.759422'), Timedelta('0 days 00:00:01.779131'), Timedelta('0 days 00:00:01.765977'), Timedelta('0 days 00:00:01.768182'), Timedelta('0 days 00:00:01.780280'), Timedelta('0 days 00:00:01.786267'), Timedelta('0 days 00:00:01.789401'), Timedelta('0 days 00:00:01.793866')]"
MAIN__VAE_TRAINING_global,0 days 00:03:15.079594,[Timedelta('0 days 00:03:15.079594')]
COPULA_TRAINING,0 days 00:00:08.079036,[Timedelta('0 days 00:00:08.079036')]
COPULA_GENERATION,0 days 00:00:40.017580,[Timedelta('0 days 00:00:40.017580')]
