	epoch	time
0	0	0 days 00:00:02.096879
1	1	0 days 00:00:01.857593
2	2	0 days 00:00:01.743150
3	3	0 days 00:00:01.736851
4	4	0 days 00:00:01.728468
5	5	0 days 00:00:01.726695
6	6	0 days 00:00:01.731714
7	7	0 days 00:00:01.728199
8	8	0 days 00:00:01.728151
9	9	0 days 00:00:01.734165
10	10	0 days 00:00:01.930208
11	11	0 days 00:00:01.831344
12	12	0 days 00:00:01.990201
13	13	0 days 00:00:02.294664
14	14	0 days 00:00:02.465745
15	15	0 days 00:00:02.018494
16	16	0 days 00:00:01.885629
17	17	0 days 00:00:01.819686
18	18	0 days 00:00:01.936690
19	19	0 days 00:00:02.948957
20	20	0 days 00:00:02.659341
21	21	0 days 00:00:02.062867
22	22	0 days 00:00:01.741246
23	23	0 days 00:00:02.696473
24	24	0 days 00:00:02.595500
25	25	0 days 00:00:01.754641
26	26	0 days 00:00:01.839857
27	27	0 days 00:00:01.757375
28	28	0 days 00:00:01.844364
29	29	0 days 00:00:01.755904
30	30	0 days 00:00:01.870073
31	31	0 days 00:00:01.782633
32	32	0 days 00:00:01.824874
33	33	0 days 00:00:01.905783
34	34	0 days 00:00:01.844494
35	35	0 days 00:00:01.921478
36	36	0 days 00:00:01.834440
37	37	0 days 00:00:01.758409
38	38	0 days 00:00:01.734410
39	39	0 days 00:00:01.792226
40	40	0 days 00:00:01.741759
41	41	0 days 00:00:01.738565
42	42	0 days 00:00:01.756409
43	43	0 days 00:00:02.127472
44	44	0 days 00:00:02.056040
45	45	0 days 00:00:01.827683
46	46	0 days 00:00:02.052236
47	47	0 days 00:00:01.817911
48	48	0 days 00:00:01.823283
49	49	0 days 00:00:01.822247
50	50	0 days 00:00:01.785973
51	51	0 days 00:00:01.852676
52	52	0 days 00:00:01.747666
53	53	0 days 00:00:01.840554
54	54	0 days 00:00:01.950171
55	55	0 days 00:00:01.888892
56	56	0 days 00:00:01.891589
57	57	0 days 00:00:02.181543
58	58	0 days 00:00:01.784083
59	59	0 days 00:00:01.914327
60	60	0 days 00:00:02.108632
61	61	0 days 00:00:01.903702
62	62	0 days 00:00:01.862659
63	63	0 days 00:00:01.784549
64	64	0 days 00:00:01.806922
65	65	0 days 00:00:01.860730
66	66	0 days 00:00:01.818702
67	67	0 days 00:00:01.870106
68	68	0 days 00:00:01.892116
69	69	0 days 00:00:01.853652
70	70	0 days 00:00:01.859370
71	71	0 days 00:00:03.269837
72	72	0 days 00:00:02.361221
73	73	0 days 00:00:02.038606
74	74	0 days 00:00:01.765052
75	75	0 days 00:00:02.117603
76	76	0 days 00:00:03.528333
77	77	0 days 00:00:01.774992
78	78	0 days 00:00:01.773285
79	79	0 days 00:00:01.747844
80	80	0 days 00:00:01.910433
81	81	0 days 00:00:01.895339
82	82	0 days 00:00:01.754068
83	83	0 days 00:00:01.730594
84	84	0 days 00:00:01.727694
85	85	0 days 00:00:01.748745
86	86	0 days 00:00:01.730790
87	87	0 days 00:00:01.911371
88	88	0 days 00:00:02.098137
89	89	0 days 00:00:02.132153
90	90	0 days 00:00:01.771900
91	91	0 days 00:00:02.085200
92	92	0 days 00:00:01.748960
93	93	0 days 00:00:01.769948
94	94	0 days 00:00:01.985258
95	95	0 days 00:00:01.905555
96	96	0 days 00:00:02.029737
97	97	0 days 00:00:01.820251
98	98	0 days 00:00:01.737032
99	99	0 days 00:00:01.805523
