params,fun_val
"{'loss': {'VARIANCE_LOSS': 1.752785713271468, 'MEDIAN_LOSS_batch': 0.02350939526757133, 'SPEARMAN_CORRELATION_LOSS': 1.7953726213075372, 'PEARSON_CORRELATION_LOSS': 0.04750740106827968}}",0.7628724946328275
