,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
wasserstein,0.7752773408182211,0.7675465156703517,0.7755305883623906,0.7694980280970124,0.7725416046912587,0.7706645998856331,0.7769709245871933,0.7692683517468456,0.7777751918697421,0.7712958703925589,0.7715814735106061,0.7686512296666033,0.766804525382776,0.7646402960593094,0.8082063324311176,0.8090882475319515,0.7634015129753227,0.7890846407670576,0.7629803584527405,0.7643929109103701,0.7659037725419182,0.7633777803575637,0.7733574498380338,0.7716241390256359,0.7648928887860671,0.7760842518389078,0.7637219793081136,0.7628724946328275,0.7856522830270737,0.7636562348934496
all,0.7752773408182211,0.7675465156703517,0.7755305883623906,0.7694980280970124,0.7725416046912587,0.7706645998856331,0.7769709245871933,0.7692683517468456,0.7777751918697421,0.7712958703925589,0.7715814735106061,0.7686512296666033,0.766804525382776,0.7646402960593094,0.8082063324311176,0.8090882475319515,0.7634015129753227,0.7890846407670576,0.7629803584527405,0.7643929109103701,0.7659037725419182,0.7633777803575637,0.7733574498380338,0.7716241390256359,0.7648928887860671,0.7760842518389078,0.7637219793081136,0.7628724946328275,0.7856522830270737,0.7636562348934496
