	epoch	time
0	0	0 days 00:00:02.063195
1	1	0 days 00:00:01.934732
2	2	0 days 00:00:02.130829
3	3	0 days 00:00:02.115827
4	4	0 days 00:00:02.130695
5	5	0 days 00:00:02.044558
6	6	0 days 00:00:01.994741
7	7	0 days 00:00:01.978580
8	8	0 days 00:00:01.958496
9	9	0 days 00:00:01.946131
10	10	0 days 00:00:01.997589
11	11	0 days 00:00:02.218221
12	12	0 days 00:00:01.996168
13	13	0 days 00:00:01.977967
14	14	0 days 00:00:01.976042
15	15	0 days 00:00:02.126048
16	16	0 days 00:00:02.185870
17	17	0 days 00:00:01.906994
18	18	0 days 00:00:02.067204
19	19	0 days 00:00:01.919253
20	20	0 days 00:00:02.003648
21	21	0 days 00:00:02.253412
22	22	0 days 00:00:02.129828
23	23	0 days 00:00:01.987178
24	24	0 days 00:00:01.912594
25	25	0 days 00:00:01.871187
26	26	0 days 00:00:01.894481
27	27	0 days 00:00:01.908151
28	28	0 days 00:00:01.997845
29	29	0 days 00:00:02.060521
30	30	0 days 00:00:02.172537
31	31	0 days 00:00:02.016692
32	32	0 days 00:00:01.930134
33	33	0 days 00:00:01.908865
34	34	0 days 00:00:02.112365
35	35	0 days 00:00:02.243064
36	36	0 days 00:00:02.065777
37	37	0 days 00:00:02.068784
38	38	0 days 00:00:01.873926
39	39	0 days 00:00:01.940600
40	40	0 days 00:00:02.268904
41	41	0 days 00:00:01.990261
42	42	0 days 00:00:01.854613
43	43	0 days 00:00:01.874834
44	44	0 days 00:00:01.911664
45	45	0 days 00:00:02.135278
46	46	0 days 00:00:02.270557
47	47	0 days 00:00:02.004375
48	48	0 days 00:00:01.909096
49	49	0 days 00:00:01.858388
50	50	0 days 00:00:01.975247
51	51	0 days 00:00:01.832204
52	52	0 days 00:00:01.913850
53	53	0 days 00:00:01.883414
54	54	0 days 00:00:02.056201
55	55	0 days 00:00:02.195856
56	56	0 days 00:00:02.047493
57	57	0 days 00:00:01.909223
58	58	0 days 00:00:01.847573
59	59	0 days 00:00:01.865963
60	60	0 days 00:00:02.041868
61	61	0 days 00:00:01.958849
62	62	0 days 00:00:02.077221
63	63	0 days 00:00:01.881376
64	64	0 days 00:00:01.819203
65	65	0 days 00:00:02.162943
66	66	0 days 00:00:02.043077
67	67	0 days 00:00:01.888795
68	68	0 days 00:00:02.030588
69	69	0 days 00:00:02.176209
70	70	0 days 00:00:01.914883
71	71	0 days 00:00:01.995271
72	72	0 days 00:00:01.870313
73	73	0 days 00:00:01.809154
74	74	0 days 00:00:01.800315
75	75	0 days 00:00:01.757617
76	76	0 days 00:00:01.930362
77	77	0 days 00:00:02.211746
78	78	0 days 00:00:02.283654
79	79	0 days 00:00:01.921259
80	80	0 days 00:00:01.886519
81	81	0 days 00:00:01.916276
82	82	0 days 00:00:02.011611
83	83	0 days 00:00:02.075353
84	84	0 days 00:00:02.066613
85	85	0 days 00:00:01.897981
86	86	0 days 00:00:01.777963
87	87	0 days 00:00:01.794049
88	88	0 days 00:00:01.773743
89	89	0 days 00:00:01.913606
90	90	0 days 00:00:01.858237
91	91	0 days 00:00:02.089753
92	92	0 days 00:00:02.080960
93	93	0 days 00:00:01.841558
94	94	0 days 00:00:01.937843
95	95	0 days 00:00:01.820699
96	96	0 days 00:00:01.847148
97	97	0 days 00:00:06.039632
98	98	0 days 00:00:02.087701
99	99	0 days 00:00:01.890387
