	epoch	time
0	0	0 days 00:00:01.546629
1	1	0 days 00:00:01.379180
2	2	0 days 00:00:01.353486
3	3	0 days 00:00:01.440022
4	4	0 days 00:00:01.444203
5	5	0 days 00:00:01.418416
6	6	0 days 00:00:01.472509
7	7	0 days 00:00:01.480423
8	8	0 days 00:00:01.407809
9	9	0 days 00:00:01.398940
10	10	0 days 00:00:01.482178
11	11	0 days 00:00:01.400023
12	12	0 days 00:00:01.386549
13	13	0 days 00:00:01.433489
14	14	0 days 00:00:01.364853
15	15	0 days 00:00:01.396865
16	16	0 days 00:00:01.403032
17	17	0 days 00:00:01.451345
18	18	0 days 00:00:01.549202
19	19	0 days 00:00:01.712922
20	20	0 days 00:00:01.418476
21	21	0 days 00:00:01.401921
22	22	0 days 00:00:01.439431
23	23	0 days 00:00:01.377815
24	24	0 days 00:00:01.394766
25	25	0 days 00:00:01.360976
26	26	0 days 00:00:01.331897
27	27	0 days 00:00:01.336664
28	28	0 days 00:00:02.107546
29	29	0 days 00:00:01.368867
30	30	0 days 00:00:01.364845
31	31	0 days 00:00:01.363071
32	32	0 days 00:00:01.353799
33	33	0 days 00:00:01.351335
34	34	0 days 00:00:01.347090
35	35	0 days 00:00:01.345205
36	36	0 days 00:00:01.362007
37	37	0 days 00:00:01.353920
38	38	0 days 00:00:01.351418
39	39	0 days 00:00:01.349810
40	40	0 days 00:00:01.350077
41	41	0 days 00:00:01.347990
42	42	0 days 00:00:01.344025
43	43	0 days 00:00:01.347828
44	44	0 days 00:00:01.462154
45	45	0 days 00:00:01.351319
46	46	0 days 00:00:01.353524
47	47	0 days 00:00:01.336045
48	48	0 days 00:00:01.335081
49	49	0 days 00:00:01.327421
50	50	0 days 00:00:01.354643
51	51	0 days 00:00:01.333074
52	52	0 days 00:00:01.336229
53	53	0 days 00:00:01.327879
54	54	0 days 00:00:01.329947
55	55	0 days 00:00:01.327554
56	56	0 days 00:00:01.329273
57	57	0 days 00:00:01.326139
58	58	0 days 00:00:01.325812
59	59	0 days 00:00:01.355093
60	60	0 days 00:00:01.328789
61	61	0 days 00:00:01.335231
62	62	0 days 00:00:01.327499
63	63	0 days 00:00:01.324829
64	64	0 days 00:00:02.152005
65	65	0 days 00:00:01.361491
66	66	0 days 00:00:01.472480
67	67	0 days 00:00:01.378040
68	68	0 days 00:00:01.330837
69	69	0 days 00:00:01.425121
70	70	0 days 00:00:01.367904
71	71	0 days 00:00:01.335543
72	72	0 days 00:00:01.337054
73	73	0 days 00:00:01.328376
74	74	0 days 00:00:01.323110
75	75	0 days 00:00:01.326717
76	76	0 days 00:00:01.332200
77	77	0 days 00:00:01.324818
78	78	0 days 00:00:01.324846
79	79	0 days 00:00:01.334118
80	80	0 days 00:00:01.325672
81	81	0 days 00:00:01.338404
82	82	0 days 00:00:01.360830
83	83	0 days 00:00:01.331493
84	84	0 days 00:00:01.323470
85	85	0 days 00:00:01.325297
86	86	0 days 00:00:01.326800
87	87	0 days 00:00:01.324680
88	88	0 days 00:00:01.436190
89	89	0 days 00:00:01.356737
90	90	0 days 00:00:01.394756
91	91	0 days 00:00:01.351360
92	92	0 days 00:00:01.355141
93	93	0 days 00:00:01.344837
94	94	0 days 00:00:01.321301
95	95	0 days 00:00:01.321696
96	96	0 days 00:00:01.319058
97	97	0 days 00:00:01.335603
98	98	0 days 00:00:01.329478
99	99	0 days 00:00:01.316662
