name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:01.446203,"[Timedelta('0 days 00:00:01.403905'), Timedelta('0 days 00:00:01.360583'), Timedelta('0 days 00:00:01.377021'), Timedelta('0 days 00:00:01.359121'), Timedelta('0 days 00:00:01.396853'), Timedelta('0 days 00:00:01.416702'), Timedelta('0 days 00:00:01.393718'), Timedelta('0 days 00:00:01.421022'), Timedelta('0 days 00:00:01.567277'), Timedelta('0 days 00:00:01.541770'), Timedelta('0 days 00:00:01.404478'), Timedelta('0 days 00:00:01.393305'), Timedelta('0 days 00:00:01.376037'), Timedelta('0 days 00:00:01.367727'), Timedelta('0 days 00:00:01.357587'), Timedelta('0 days 00:00:01.360732'), Timedelta('0 days 00:00:01.352396'), Timedelta('0 days 00:00:01.379076'), Timedelta('0 days 00:00:01.907729'), Timedelta('0 days 00:00:01.390163'), Timedelta('0 days 00:00:01.371493'), Timedelta('0 days 00:00:01.381537'), Timedelta('0 days 00:00:01.387192'), Timedelta('0 days 00:00:01.388774'), Timedelta('0 days 00:00:01.633586'), Timedelta('0 days 00:00:01.494133'), Timedelta('0 days 00:00:01.563832'), Timedelta('0 days 00:00:01.410673'), Timedelta('0 days 00:00:01.413781'), Timedelta('0 days 00:00:01.555608'), Timedelta('0 days 00:00:01.481750'), Timedelta('0 days 00:00:01.466046'), Timedelta('0 days 00:00:01.621021'), Timedelta('0 days 00:00:01.383601'), Timedelta('0 days 00:00:01.357294'), Timedelta('0 days 00:00:01.375922'), Timedelta('0 days 00:00:01.444575'), Timedelta('0 days 00:00:01.436916'), Timedelta('0 days 00:00:01.545697'), Timedelta('0 days 00:00:01.432660'), Timedelta('0 days 00:00:01.441391'), Timedelta('0 days 00:00:02.156538'), Timedelta('0 days 00:00:01.476680'), Timedelta('0 days 00:00:01.432855'), Timedelta('0 days 00:00:01.415349'), Timedelta('0 days 00:00:01.395645'), Timedelta('0 days 00:00:01.556340'), Timedelta('0 days 00:00:01.425300'), Timedelta('0 days 00:00:01.379481'), Timedelta('0 days 00:00:01.347862'), Timedelta('0 days 00:00:01.424692'), Timedelta('0 days 00:00:01.357599'), Timedelta('0 days 00:00:01.424875'), Timedelta('0 days 00:00:01.379857'), Timedelta('0 days 00:00:01.377958'), Timedelta('0 days 00:00:01.379522'), Timedelta('0 days 00:00:01.370440'), Timedelta('0 days 00:00:01.391088'), Timedelta('0 days 00:00:01.445674'), Timedelta('0 days 00:00:01.491171'), Timedelta('0 days 00:00:01.615993'), Timedelta('0 days 00:00:01.525834'), Timedelta('0 days 00:00:01.534806'), Timedelta('0 days 00:00:01.431417'), Timedelta('0 days 00:00:01.382971'), Timedelta('0 days 00:00:01.362220'), Timedelta('0 days 00:00:01.392096'), Timedelta('0 days 00:00:02.057467'), Timedelta('0 days 00:00:01.456601'), Timedelta('0 days 00:00:01.485370'), Timedelta('0 days 00:00:01.490340'), Timedelta('0 days 00:00:01.430455'), Timedelta('0 days 00:00:01.359471'), Timedelta('0 days 00:00:01.398916'), Timedelta('0 days 00:00:01.402977'), Timedelta('0 days 00:00:01.451466'), Timedelta('0 days 00:00:01.370559'), Timedelta('0 days 00:00:01.543957'), Timedelta('0 days 00:00:01.373715'), Timedelta('0 days 00:00:01.360144'), Timedelta('0 days 00:00:01.383838'), Timedelta('0 days 00:00:01.401657'), Timedelta('0 days 00:00:01.353222'), Timedelta('0 days 00:00:01.473415'), Timedelta('0 days 00:00:01.386902'), Timedelta('0 days 00:00:01.405552'), Timedelta('0 days 00:00:01.373381'), Timedelta('0 days 00:00:01.392952'), Timedelta('0 days 00:00:01.388488'), Timedelta('0 days 00:00:01.396865'), Timedelta('0 days 00:00:01.376074'), Timedelta('0 days 00:00:01.376231'), Timedelta('0 days 00:00:01.428496'), Timedelta('0 days 00:00:01.375461'), Timedelta('0 days 00:00:01.368915'), Timedelta('0 days 00:00:02.041405'), Timedelta('0 days 00:00:01.391704'), Timedelta('0 days 00:00:01.380932'), Timedelta('0 days 00:00:01.376944'), Timedelta('0 days 00:00:01.377493')]"
MAIN__VAE_TRAINING_global,0 days 00:02:33.806846,[Timedelta('0 days 00:02:33.806846')]
COPULA_TRAINING,0 days 00:00:05.116895,[Timedelta('0 days 00:00:05.116895')]
COPULA_GENERATION,0 days 00:00:23.037352,[Timedelta('0 days 00:00:23.037352')]
