name,time,values
MAIN__VAE_TRAINING_epoch,0 days 00:00:01.393288,"[Timedelta('0 days 00:00:01.585578'), Timedelta('0 days 00:00:01.333284'), Timedelta('0 days 00:00:01.329713'), Timedelta('0 days 00:00:01.321692'), Timedelta('0 days 00:00:01.322203'), Timedelta('0 days 00:00:01.360783'), Timedelta('0 days 00:00:01.328134'), Timedelta('0 days 00:00:01.329409'), Timedelta('0 days 00:00:01.332644'), Timedelta('0 days 00:00:01.372160'), Timedelta('0 days 00:00:01.591860'), Timedelta('0 days 00:00:01.790843'), Timedelta('0 days 00:00:01.587697'), Timedelta('0 days 00:00:01.457585'), Timedelta('0 days 00:00:01.537329'), Timedelta('0 days 00:00:01.528565'), Timedelta('0 days 00:00:01.422011'), Timedelta('0 days 00:00:01.464697'), Timedelta('0 days 00:00:01.390635'), Timedelta('0 days 00:00:01.456973'), Timedelta('0 days 00:00:01.466848'), Timedelta('0 days 00:00:01.785629'), Timedelta('0 days 00:00:01.382915'), Timedelta('0 days 00:00:01.363108'), Timedelta('0 days 00:00:01.414237'), Timedelta('0 days 00:00:01.353008'), Timedelta('0 days 00:00:01.519210'), Timedelta('0 days 00:00:01.461360'), Timedelta('0 days 00:00:01.338896'), Timedelta('0 days 00:00:01.337370'), Timedelta('0 days 00:00:01.332493'), Timedelta('0 days 00:00:01.333936'), Timedelta('0 days 00:00:01.325834'), Timedelta('0 days 00:00:01.334449'), Timedelta('0 days 00:00:01.333601'), Timedelta('0 days 00:00:01.338285'), Timedelta('0 days 00:00:01.337653'), Timedelta('0 days 00:00:01.344749'), Timedelta('0 days 00:00:01.337533'), Timedelta('0 days 00:00:01.332493'), Timedelta('0 days 00:00:01.336127'), Timedelta('0 days 00:00:01.331197'), Timedelta('0 days 00:00:01.335457'), Timedelta('0 days 00:00:01.333168'), Timedelta('0 days 00:00:01.334745'), Timedelta('0 days 00:00:01.333669'), Timedelta('0 days 00:00:01.494057'), Timedelta('0 days 00:00:01.331962'), Timedelta('0 days 00:00:01.344473'), Timedelta('0 days 00:00:01.465868'), Timedelta('0 days 00:00:01.369514'), Timedelta('0 days 00:00:01.354237'), Timedelta('0 days 00:00:01.326575'), Timedelta('0 days 00:00:01.320692'), Timedelta('0 days 00:00:01.327843'), Timedelta('0 days 00:00:01.318155'), Timedelta('0 days 00:00:01.319009'), Timedelta('0 days 00:00:01.322407'), Timedelta('0 days 00:00:01.361718'), Timedelta('0 days 00:00:01.325082'), Timedelta('0 days 00:00:01.696496'), Timedelta('0 days 00:00:01.408906'), Timedelta('0 days 00:00:01.398681'), Timedelta('0 days 00:00:01.518754'), Timedelta('0 days 00:00:01.742842'), Timedelta('0 days 00:00:01.383966'), Timedelta('0 days 00:00:01.400250'), Timedelta('0 days 00:00:01.401455'), Timedelta('0 days 00:00:01.345801'), Timedelta('0 days 00:00:01.369020'), Timedelta('0 days 00:00:01.336719'), Timedelta('0 days 00:00:01.335439'), Timedelta('0 days 00:00:01.335366'), Timedelta('0 days 00:00:01.314774'), Timedelta('0 days 00:00:01.312292'), Timedelta('0 days 00:00:01.641464'), Timedelta('0 days 00:00:01.320655'), Timedelta('0 days 00:00:01.319468'), Timedelta('0 days 00:00:01.329652'), Timedelta('0 days 00:00:01.323300'), Timedelta('0 days 00:00:01.319076'), Timedelta('0 days 00:00:01.320622'), Timedelta('0 days 00:00:01.320565'), Timedelta('0 days 00:00:01.322129'), Timedelta('0 days 00:00:01.391839'), Timedelta('0 days 00:00:01.344337'), Timedelta('0 days 00:00:01.364733'), Timedelta('0 days 00:00:01.352751'), Timedelta('0 days 00:00:01.345283'), Timedelta('0 days 00:00:01.629918'), Timedelta('0 days 00:00:01.450784'), Timedelta('0 days 00:00:01.345351'), Timedelta('0 days 00:00:01.392990'), Timedelta('0 days 00:00:01.344711'), Timedelta('0 days 00:00:01.551279'), Timedelta('0 days 00:00:01.339275'), Timedelta('0 days 00:00:01.348249'), Timedelta('0 days 00:00:01.324438'), Timedelta('0 days 00:00:01.353250'), Timedelta('0 days 00:00:01.328613')]"
MAIN__VAE_TRAINING_global,0 days 00:02:29.072745,[Timedelta('0 days 00:02:29.072745')]
COPULA_TRAINING,0 days 00:00:05.442064,[Timedelta('0 days 00:00:05.442064')]
COPULA_GENERATION,0 days 00:00:25.165353,[Timedelta('0 days 00:00:25.165353')]
