,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-2.220446049250313e-16,-0.18512046601865484,-0.08310897676309958,0.1702693111857121,0.03511770747421236,0.03527352849817128,-0.47126132614009725,-0.3199168799409011,-0.335371120844888,-0.14634647750474777,-0.07763328340336795,-0.1717422533541374,0.11772182748516719,-0.04094690550220584,-0.047676310292428525,-0.3739246721153233,-0.23304032182942952,-0.28558340842551655,-0.05274348529403994,-0.2549196425633282,0.06612445205215159,-0.16930239760913401,0.13483763280441863,-0.282360055648265,-0.2373817709740994
1,-0.18512046601865484,4.440892098500626e-16,-0.11968685333414142,-0.1799152296633456,-0.2718541395354452,0.05156619892114327,-0.28643124798075886,-0.10102753226438327,-0.19685557450728258,0.2863044877399874,-0.21616256293491287,-0.23927907737484244,0.11942429973272364,-0.034455702704399654,0.07534714628742428,-0.17164661720039143,0.1405941977079531,-0.34447206238520767,-0.1365176919334774,-0.2301879797001387,-0.08701094344533196,-0.32770808420641245,0.15344175485907913,-0.25969323079621465,-0.16810170513846734
2,-0.08310897676309958,-0.11968685333414142,1.2212453270876722e-15,-0.056592817973006554,-0.024683280547505404,-0.1248317822798583,-0.24678432151815272,0.0033581125793558653,-0.04729315910880966,0.013237190755945025,-0.22462840346941626,-0.29046340257274794,-0.3668018982982176,-0.49281201742650854,-0.11023993262574144,-0.23125551242400072,0.1562317378658688,-0.05728352677353976,0.009672355882508088,-0.1610491006853253,-0.03286842516465428,-0.26421322938096453,-0.373754420636636,-0.20121636166990842,-0.1357999843070587
3,0.1702693111857121,-0.1799152296633456,-0.056592817973006554,0.0,-0.787830926054411,-0.5212054725617715,0.10167440066568788,-0.17645354320507156,0.10836860758781425,0.0026285191716707568,-0.3068893596210381,-0.08152299218204306,-0.005731703042436392,0.03555251229778317,-0.1776151678838208,-0.06707049361566997,0.1047552185622509,0.058707998469755496,-0.14817704972075413,0.020345604160854874,-0.07136127331834552,0.0235079268976075,0.12524029782803575,-0.13063171404777535,-0.13799262146526325
4,0.03511770747421236,-0.2718541395354452,-0.024683280547505404,-0.787830926054411,1.1102230246251565e-16,-0.19106652038072464,0.039001333717514464,-0.10346282858430525,-0.20275304167186226,0.11414332773491895,-0.31936956842332015,-0.28310270289587164,0.006797023226822491,0.0066535721084032,0.06879702992543299,0.06587484078595326,0.15277355114207286,-0.10239233747021387,-0.29406522430170934,-0.006087351589916856,-0.008677038765109946,-0.015893993964427477,0.35783719523373514,-0.14923828637039294,-0.2699267437144856
5,0.03527352849817128,0.05156619892114327,-0.1248317822798583,-0.5212054725617715,-0.19106652038072464,-7.771561172376096e-16,-0.02065448822931168,-0.2175399441708579,0.15818196071300736,-0.3140227616625909,-0.09303600776106599,0.14070670066688373,-0.01969005964408989,-0.0563725654977279,-0.5401998719822442,-0.46689848096430286,-0.24846871017487557,0.12270492910643319,0.08384126423771926,0.01461550527208702,0.2536085388447324,0.0025972249308703343,-0.37001762933670834,-0.16796649565888155,-0.07410882342072313
6,-0.47126132614009725,-0.28643124798075886,-0.24678432151815272,0.10167440066568788,0.039001333717514464,-0.02065448822931168,0.0,-0.24697946927461606,-0.39027772296075086,-0.038558209478741834,-0.19728836998052746,-0.2648843189765689,-0.09596008343365683,-0.13140192023079975,-0.20494698712792894,-0.5643743862733847,-0.02352250593515405,-0.17856797356165383,0.0631357095140043,-0.28860759377062534,0.3219553944555725,-0.25275438732184835,0.019623811380166223,-0.22316843934343727,-0.13903594665380853
7,-0.3199168799409011,-0.10102753226438327,0.0033581125793558653,-0.17645354320507156,-0.10346282858430525,-0.2175399441708579,-0.24697946927461606,-4.440892098500626e-16,-0.20837476679320174,-0.5895927216509006,-0.09291133554174874,-0.04420761140488638,0.14340953106465584,-0.06113530460749915,0.13087497552139743,-0.048922564609215013,-0.28660362087619795,-0.21366021667708784,-0.018042440560060435,-0.12108547312533846,-0.01720570998011721,-0.06668758996160884,-0.03553687266121045,-0.49514203549397373,-0.6289737352013607
8,-0.335371120844888,-0.19685557450728258,-0.04729315910880966,0.10836860758781425,-0.20275304167186226,0.15818196071300736,-0.39027772296075086,-0.20837476679320174,-1.1102230246251565e-16,-0.1915147552205187,-0.2237122001318022,-0.2916223410518186,-0.1381613995639401,-0.11150597399238069,-0.014675629117294753,-0.3466587413579677,-0.18640811592665352,-0.11107046604515175,-0.201634858671851,-0.16251065715583263,0.2481960518827384,0.26500943390473575,0.5905446803604454,0.08181916019670238,-0.07834043936182955
9,-0.14634647750474777,0.2863044877399874,0.013237190755945025,0.0026285191716707568,0.11414332773491895,-0.3140227616625909,-0.038558209478741834,-0.5895927216509006,-0.1915147552205187,1.5543122344752192e-15,0.03410746314931165,0.0830075229246502,-0.360483918599465,-0.3380377601445343,-0.04516321830721588,-0.036143458076936516,-0.4674098055657748,0.1923052931803933,-0.06193505740636483,0.14284612714693298,0.07840173978527412,0.4382383374576126,-0.06773833353001726,-0.10300252441744011,-0.4519064255404654
